"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"R-RNO-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",119,0.816105807237929,3.42126840211224,1e-10,1.79824561403509e-09,8.07653114304537e-10,2935,"tags=91%, list=16%, signal=77%","290556/291317/122772/192180/363134/64307/362214/362703/310019/305258/60373/64462/308201/64640/81766/296596/317399/161477/359727/29257/81764/305076/690297/294282/81774/81776/360552/103689992/293828/303608/499782/81763/29282/29286/361977/64298/117053/29236/29258/85432/361159/287120/300092/313167/140661/292747/100912032/312706/289809/300050/298065/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/314713/293418/291061/29287/29304/362631/291996/81769/29283/299198/65136/100910714/290641/360828/27139/64306/289740/140654/64205/122799/363237/361923/81729/291987/81767/100362640/28298/81770/245981/361452/300079/25348/368084/314617/288647/314830/366017/691531/296709/29284/25347/315705/140662/29288/291071/362967",NA
"R-RNO-72312","rRNA processing",119,0.816105807237929,3.42126840211224,1e-10,1.79824561403509e-09,8.07653114304537e-10,2935,"tags=91%, list=16%, signal=77%","290556/291317/122772/192180/363134/64307/362214/362703/310019/305258/60373/64462/308201/64640/81766/296596/317399/161477/359727/29257/81764/305076/690297/294282/81774/81776/360552/103689992/293828/303608/499782/81763/29282/29286/361977/64298/117053/29236/29258/85432/361159/287120/300092/313167/140661/292747/100912032/312706/289809/300050/298065/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/314713/293418/291061/29287/29304/362631/291996/81769/29283/299198/65136/100910714/290641/360828/27139/64306/289740/140654/64205/122799/363237/361923/81729/291987/81767/100362640/28298/81770/245981/361452/300079/25348/368084/314617/288647/314830/366017/691531/296709/29284/25347/315705/140662/29288/291071/362967",NA
"R-RNO-8868773","rRNA processing in the nucleus and cytosol",119,0.816105807237929,3.42126840211224,1e-10,1.79824561403509e-09,8.07653114304537e-10,2935,"tags=91%, list=16%, signal=77%","290556/291317/122772/192180/363134/64307/362214/362703/310019/305258/60373/64462/308201/64640/81766/296596/317399/161477/359727/29257/81764/305076/690297/294282/81774/81776/360552/103689992/293828/303608/499782/81763/29282/29286/361977/64298/117053/29236/29258/85432/361159/287120/300092/313167/140661/292747/100912032/312706/289809/300050/298065/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/314713/293418/291061/29287/29304/362631/291996/81769/29283/299198/65136/100910714/290641/360828/27139/64306/289740/140654/64205/122799/363237/361923/81729/291987/81767/100362640/28298/81770/245981/361452/300079/25348/368084/314617/288647/314830/366017/691531/296709/29284/25347/315705/140662/29288/291071/362967",NA
"R-RNO-156827","L13a-mediated translational silencing of Ceruloplasmin expression",85,0.805646157871385,3.24659279370504,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=89%, list=15%, signal=77%","317163/122772/64307/287436/64640/81766/292148/299899/54318/296596/691947/161477/29257/81764/294282/81774/81776/103689992/499782/81763/29282/29286/117045/64298/117053/288516/29236/171350/29258/288599/140661/100912032/293484/83789/124323/362952/81775/291434/682390/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/299872/298700/691531/296709/29284/25347/140662",NA
"R-RNO-72613","Eukaryotic Translation Initiation",92,0.796546971910803,3.21640953425898,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=87%, list=15%, signal=74%","317163/122772/64307/287436/108348073/64640/81766/292148/299899/54318/296596/691947/161477/171145/29257/81764/294282/81774/81776/116636/103689992/499782/81763/29282/29286/117045/64298/117053/288516/29236/171350/29258/288599/140661/100912032/293484/83789/124323/362952/81775/64514/291434/682390/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/299872/298700/691531/296709/29284/25347/140662",NA
"R-RNO-72737","Cap-dependent Translation Initiation",92,0.796546971910803,3.21640953425898,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=87%, list=15%, signal=74%","317163/122772/64307/287436/108348073/64640/81766/292148/299899/54318/296596/691947/161477/171145/29257/81764/294282/81774/81776/116636/103689992/499782/81763/29282/29286/117045/64298/117053/288516/29236/171350/29258/288599/140661/100912032/293484/83789/124323/362952/81775/64514/291434/682390/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/299872/298700/691531/296709/29284/25347/140662",NA
"R-RNO-72689","Formation of a pool of free 40S subunits",78,0.809909411409302,3.15930691523223,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=91%, list=15%, signal=78%","317163/122772/64307/64640/81766/292148/299899/296596/691947/161477/29257/81764/294282/81774/81776/103689992/499782/81763/29282/29286/64298/117053/288516/29236/29258/140661/100912032/293484/83789/124323/362952/81775/291434/682390/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/299872/298700/691531/296709/29284/25347/140662",NA
"R-RNO-8953854","Metabolism of RNA",388,0.636854818475291,3.0973590947405,1e-10,1.79824561403509e-09,8.07653114304537e-10,3691,"tags=62%, list=20%, signal=51%","290556/291317/122772/117104/79227/192180/29670/363134/291794/298385/307503/64307/362214/362703/310019/53372/89827/305258/60373/296651/29673/64462/287436/117017/308201/64640/81766/296596/317399/161477/359727/29257/81764/25497/362687/289990/305076/690297/292766/94198/85252/294282/29675/81774/289014/307947/81776/360552/103689992/293828/295692/303608/363854/64200/684558/499782/684148/81763/29282/361545/290284/83806/29286/287670/117045/113975/361977/64298/117053/29236/171350/29258/171365/85432/295284/361159/681031/307474/287113/287120/300092/313167/117262/289924/140661/292747/29578/100912032/312706/289809/366016/300050/298065/83789/124323/81775/291434/64302/94266/311078/81768/117042/680737/140655/301432/64301/26962/81765/314713/309651/24468/293418/291061/29287/29304/362631/291996/296219/29614/81769/29497/29668/29283/299198/65136/117263/25578/310769/290614/100910714/290641/360828/27139/64306/494445/81827/499974/292019/289740/292729/140654/64205/122799/24968/117259/363237/287984/289315/289693/680891/361923/81729/317385/291987/316123/81767/60376/100362640/28298/24185/65274/24967/81770/29677/305479/361109/245981/501688/299620/292536/25581/117021/691231/245922/361452/365388/24472/291983/297455/291295/300079/25348/362361/287772/83499/368084/362394/314617/288647/314830/366017/691531/296709/29284/365215/501582/81738/25347/192255/246216/295270/315705/140662/362153/363005/287830/291874/362281/81635/89819/80846/307410/29288/291071/362967/313583/29666/161475/362630/364382/58958/79256/362557/502603/29285/361035/297695/296913/29671/29344/81773/84389/302557/29676/291877/290519/304277/114612/361574/29669/498934/313131",NA
"R-RNO-1799339","SRP-dependent cotranslational protein targeting to membrane",71,0.796701209821135,3.09145819237612,1e-10,1.79824561403509e-09,8.07653114304537e-10,2906,"tags=89%, list=16%, signal=75%","122772/64307/64640/81766/296596/161477/29257/81764/294282/81774/81776/103689992/499782/81763/29282/29286/64298/117053/29236/29258/140661/100912032/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/363707/691531/296709/29284/25347/140662/29288",NA
"R-RNO-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",74,0.783963409412523,3.04922694633647,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=88%, list=15%, signal=75%","122772/307503/64307/64640/81766/296596/161477/29257/81764/294282/81774/81776/103689992/684558/499782/81763/29282/29286/64298/117053/29236/171350/29258/140661/100912032/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/691531/296709/29284/501582/25347/140662",NA
"R-RNO-927802","Nonsense-Mediated Decay (NMD)",88,0.760341701174094,3.0350758176926,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=81%, list=15%, signal=69%","122772/117104/298385/307503/64307/64640/81766/296596/161477/29257/81764/294282/81774/81776/103689992/684558/499782/81763/29282/29286/64298/117053/29236/171350/29258/295284/287113/140661/100912032/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/361109/245981/300079/25348/691531/296709/29284/365215/501582/25347/140662",NA
"R-RNO-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",88,0.760341701174094,3.0350758176926,1e-10,1.79824561403509e-09,8.07653114304537e-10,2736,"tags=81%, list=15%, signal=69%","122772/117104/298385/307503/64307/64640/81766/296596/161477/29257/81764/294282/81774/81776/103689992/684558/499782/81763/29282/29286/64298/117053/29236/171350/29258/295284/287113/140661/100912032/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/361109/245981/300079/25348/691531/296709/29284/365215/501582/25347/140662",NA
"R-RNO-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",68,0.801415004933692,3.02897153880321,1e-10,1.79824561403509e-09,8.07653114304537e-10,2906,"tags=91%, list=16%, signal=77%","122772/64307/64640/81766/296596/161477/29257/81764/294282/81774/81776/103689992/499782/81763/29282/29286/64298/117053/29236/29258/140661/100912032/83789/124323/81775/291434/64302/94266/81768/117042/140655/26962/81765/293418/29287/29304/362631/81769/29283/65136/100910714/290641/27139/64306/140654/64205/122799/361923/81729/81767/100362640/28298/81770/245981/300079/25348/691531/296709/29284/25347/140662/29288",NA
"R-RNO-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",48,0.804025582297485,2.90309190131927,1e-10,1.79824561403509e-09,8.07653114304537e-10,3407,"tags=96%, list=18%, signal=78%","317163/122772/287436/292148/299899/54318/691947/161477/294282/81774/81776/116636/103689992/29286/117045/117053/288516/29236/171350/29258/288599/100912032/293484/83789/124323/362952/81775/682390/94266/140655/29287/29304/65136/27139/140654/122799/100362640/25348/299872/298700/691531/29284/29288/29285/293427/81773",NA
"R-RNO-72702","Ribosomal scanning and start codon recognition",47,0.803740317685584,2.82947819390938,1e-10,1.79824561403509e-09,8.07653114304537e-10,3407,"tags=96%, list=18%, signal=78%","317163/122772/287436/108348073/292148/299899/54318/691947/161477/294282/81774/81776/103689992/29286/117045/117053/288516/29236/29258/288599/100912032/293484/83789/124323/362952/81775/682390/94266/140655/29287/29304/65136/27139/140654/122799/100362640/25348/299872/298700/691531/29284/29288/29285/293427/81773",NA
"R-RNO-72649","Translation initiation complex formation",47,0.803644395721012,2.82914051132571,1e-10,1.79824561403509e-09,8.07653114304537e-10,3407,"tags=96%, list=18%, signal=78%","317163/122772/287436/292148/299899/54318/691947/161477/294282/81774/81776/103689992/29286/117045/117053/288516/29236/171350/29258/288599/100912032/293484/83789/124323/362952/81775/682390/94266/140655/29287/29304/65136/27139/140654/122799/100362640/25348/299872/298700/691531/29284/29288/29285/293427/81773",NA
"R-RNO-72695","Formation of the ternary complex, and subsequently, the 43S complex",42,0.809846912767134,2.81343407317342,1e-10,1.79824561403509e-09,8.07653114304537e-10,3407,"tags=98%, list=18%, signal=80%","317163/122772/292148/299899/54318/691947/161477/294282/81774/81776/103689992/29286/117053/288516/29236/29258/100912032/293484/83789/124323/362952/81775/682390/94266/140655/29287/29304/65136/27139/140654/122799/100362640/25348/299872/298700/691531/29284/29288/29285/293427/81773",NA
"R-RNO-68882","Mitotic Anaphase",151,0.639663889633621,2.78626200489171,1e-10,1.79824561403509e-09,8.07653114304537e-10,3732,"tags=66%, list=20%, signal=53%","498736/117104/29670/291081/362965/296651/29673/307351/289990/246118/292766/94198/85252/84509/29675/300218/295692/83806/287670/113975/296554/117262/289924/100912032/366016/24917/305343/114764/29648/257644/94266/311078/29614/29668/292588/117263/306464/81827/313478/307805/500929/291441/24968/317252/83572/287984/361416/64158/25573/307833/24967/304477/29677/116685/297176/316531/25581/117021/25437/365388/25448/291983/684771/362548/303037/287772/83499/114592/64041/363198/316425/81655/81738/192255/287830/291874/361389/25515/54237/286993/29666/161475/171576/58945/315164/362557/295661/296368/29671/296137/360643/29676/25203/304951/363193/29669/500545/63996/114087",NA
"R-RNO-69002","DNA Replication Pre-Initiation",85,0.687227911626667,2.76939095869962,1e-10,1.79824561403509e-09,8.07653114304537e-10,4711,"tags=82%, list=25%, signal=62%","29670/296651/29673/117056/296883/289990/292766/94198/29675/83806/287670/500987/117262/289924/100912032/24917/312046/311078/291137/29614/29668/292588/117263/313479/29728/360621/312538/288532/81827/299112/24968/24829/292071/287984/316273/691488/24967/680615/29677/301430/307126/25581/304573/291159/365388/85241/291983/287772/83499/59102/192255/310678/360908/361389/29666/161475/296368/29671/64627/360643/29676/29669/301323/50522/296178/293155/361831/304490/689852/85492",NA
"R-RNO-1428517","Aerobic respiration and respiratory electron transport",147,-0.641082455850447,-2.76711001435037,1e-10,1.79824561403509e-09,8.07653114304537e-10,3267,"tags=62%, list=18%, signal=51%","362897/289218/300677/171082/24368/681024/293448/25104/303393/297821/298147/171335/309391/81728/304735/299310/366448/499529/103693419/54322/94271/56769/65262/293453/64539/300447/25282/24651/295923/24401/81654/245958/24551/81670/360975/81530/361071/83529/24534/29754/171375/362474/171374/287069/157074/81829/498226/302980/317444/297990/294320/293655/296849/25014/300726/315167/301624/362440/114096/289217/94194/298942/192241/361520/79250/299201/686506/293130/298596/301011/301458/362749/681418/307210/24439/296086/289950/25488/94173/288740/688869/64201/361726/361596/292845/361385/501923/690441/363061/301123/245965",NA
"R-RNO-2555396","Mitotic Metaphase and Anaphase",152,0.636065234258939,2.75828950690103,1e-10,1.79824561403509e-09,8.07653114304537e-10,3732,"tags=65%, list=20%, signal=52%","498736/117104/29670/291081/362965/296651/29673/307351/289990/246118/292766/94198/85252/84509/29675/300218/295692/83806/287670/113975/296554/117262/289924/100912032/366016/24917/305343/114764/29648/257644/94266/311078/29614/29668/292588/117263/306464/81827/313478/307805/500929/291441/24968/317252/83572/287984/361416/64158/25573/307833/24967/304477/29677/116685/297176/316531/25581/117021/25437/365388/25448/291983/684771/362548/303037/287772/83499/114592/64041/363198/316425/81655/81738/192255/287830/291874/361389/25515/54237/286993/29666/161475/171576/58945/315164/362557/295661/296368/29671/296137/360643/29676/25203/304951/363193/29669/500545/63996/114087",NA
"R-RNO-69306","DNA Replication",104,0.67287019146089,2.75186059337665,1e-10,1.79824561403509e-09,8.07653114304537e-10,3677,"tags=73%, list=20%, signal=59%","29670/296651/29673/117056/296883/289990/292766/94198/29675/83806/287670/25737/500987/117262/289924/100912032/24917/312046/311078/499914/291137/29614/29668/292588/117263/313479/290842/29728/289758/360621/312538/288532/81827/299112/24968/24829/292071/287984/316273/691488/362485/292058/24967/680615/29677/301430/307126/114494/25581/304573/59294/291159/365388/85241/291983/288414/287772/83499/59102/192255/304528/310678/360908/361389/116468/29666/161475/84490/296368/29671/307639/288003/64627/360643/29676/29669",NA
"R-RNO-68886","M Phase",222,0.593775712960816,2.73646264940646,1e-10,1.79824561403509e-09,8.07653114304537e-10,3738,"tags=59%, list=20%, signal=47%","498736/56010/117104/29670/291081/362965/53372/296651/29673/64462/307351/25497/289990/246118/292766/94198/85252/84509/29675/307947/300218/295692/83806/287670/113975/296554/500987/299331/117262/289924/100912032/366016/24917/305343/114764/29648/257644/94266/311078/29614/29668/292588/117263/306464/81827/499974/313478/29214/307805/500929/291441/24968/291540/317252/24829/83572/287984/361416/290626/691488/64158/25573/307833/65274/24967/680615/304477/29677/116685/297176/316531/25581/117021/25437/300149/245922/365388/25448/291983/498265/684771/362548/309098/303037/287772/299730/83499/114592/64041/363198/316425/81655/81738/192255/294010/287830/291874/362281/361389/25515/54237/286993/29666/161475/171576/58958/362519/58945/315164/683722/362557/295661/296368/29671/64627/192228/296137/360643/29676/315508/25203/304951/306594/363193/29669/500545/63996/252921/114087/100362495",NA
"R-RNO-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint",60,0.731563732633424,2.73282234643296,1e-10,1.79824561403509e-09,8.07653114304537e-10,3957,"tags=83%, list=21%, signal=66%","498736/301252/29670/291081/296651/29673/307351/289990/246118/292766/94198/29675/300218/83806/287670/296554/299331/117262/289924/100912032/114764/311078/24842/29614/29668/117263/81827/500929/24968/287984/64158/24967/29677/316531/25581/365388/291983/287772/83499/192255/25515/54237/29666/161475/29671/29676/25203/29669/300126/50522",NA
"R-RNO-2467813","Separation of Sister Chromatids",126,0.639651125537016,2.70765252816607,1e-10,1.79824561403509e-09,8.07653114304537e-10,3708,"tags=65%, list=20%, signal=52%","498736/29670/291081/362965/296651/29673/307351/289990/246118/292766/94198/85252/29675/300218/83806/287670/296554/117262/289924/100912032/305343/114764/29648/257644/94266/311078/29614/29668/292588/117263/306464/81827/307805/500929/291441/24968/317252/83572/287984/361416/64158/24967/304477/29677/297176/316531/25581/365388/25448/291983/684771/362548/303037/287772/83499/114592/64041/363198/316425/81655/81738/192255/287830/361389/25515/286993/29666/161475/171576/58945/315164/295661/296368/29671/296137/360643/29676/304951/363193/29669/500545/63996",NA
"R-RNO-68867","Assembly of the pre-replicative complex",74,0.691917259716541,2.6912132985186,1e-10,1.79824561403509e-09,8.07653114304537e-10,4711,"tags=82%, list=25%, signal=62%","29670/296651/29673/117056/289990/292766/94198/29675/83806/287670/500987/117262/289924/100912032/24917/311078/291137/29614/29668/292588/117263/313479/29728/360621/312538/288532/81827/24968/24829/292071/287984/316273/691488/24967/680615/29677/301430/25581/291159/365388/291983/287772/83499/192255/310678/361389/29666/161475/296368/29671/64627/360643/29676/29669/50522/296178/293155/361831/304490/689852/85492",NA
"R-RNO-69481","G2/M Checkpoints",108,0.651595381038944,2.67526367551697,1e-10,1.79824561403509e-09,8.07653114304537e-10,3677,"tags=69%, list=20%, signal=56%","308937/56010/29670/25576/296651/29673/296883/289990/292766/94198/29675/83806/287670/500987/85482/117262/289924/298534/100912032/312046/311078/24842/29614/29668/140583/117263/313479/25578/29728/360621/312538/288532/81827/310034/24968/291787/24829/287984/100361529/497856/316273/691488/287101/24967/29677/301430/307126/25581/365388/291983/360588/288414/287772/83499/497672/171102/64557/59102/294800/192255/309595/304528/360908/361815/116468/54237/29666/161475/192218/29671/288003/64627/29676/25203/29669",NA
"R-RNO-69620","Cell Cycle Checkpoints",184,0.597420603734049,2.67401403868823,1e-10,1.79824561403509e-09,8.07653114304537e-10,3679,"tags=62%, list=20%, signal=51%","308937/56010/29670/362965/25576/296651/29673/296883/289990/292766/94198/85252/29675/83806/287670/500987/85482/117262/289924/298534/100912032/114764/29648/257644/312046/94266/311078/24842/29614/29668/140583/292588/117263/313479/25578/29728/306464/360621/312538/288532/81827/307805/291441/310034/24968/291787/317252/24829/83572/287984/100361529/497856/361416/316273/691488/362485/287101/24967/304477/29677/301430/307126/114494/297176/25581/365388/25448/291983/360588/288414/362548/303037/287772/83499/497672/171102/114592/64557/64041/363198/59102/316425/81655/294800/81738/192255/309595/304528/360908/361815/287830/361389/25515/116468/54237/286993/29666/161475/171576/192218/58945/315164/295661/296368/29671/288003/64627/296137/360643/29676/25203/304951/363193/29669/500545",NA
"R-RNO-450531","Regulation of mRNA stability by proteins that bind AU-rich elements",58,0.71809086014805,2.66416342695953,1e-10,1.79824561403509e-09,8.07653114304537e-10,3677,"tags=78%, list=20%, signal=62%","29670/296651/29673/289990/292766/94198/85252/29675/289014/307947/363854/83806/287670/171350/117262/289924/100912032/311078/24468/29614/29668/117263/25578/81827/24968/287984/24185/24967/29677/361109/25581/365388/24472/291983/287772/83499/366017/192255/29666/161475/79256/29671/29344/29676/29669",NA
"R-RNO-69278","Cell Cycle, Mitotic",314,0.565416325341543,2.65682506315318,1e-10,1.79824561403509e-09,8.07653114304537e-10,3738,"tags=59%, list=20%, signal=48%","498736/308937/301252/56010/116670/117104/29670/291081/362965/53372/24514/296651/29673/64462/307351/25497/366275/296883/289990/246118/292766/94198/85252/84509/29675/307947/300218/295692/83806/287670/81515/113975/25737/296554/500987/299331/117262/289924/100912032/366016/24917/305343/114764/29648/257644/114483/312046/94266/311078/24842/499914/291137/499655/29614/29668/292588/117263/313479/171103/83805/290842/29728/306464/289758/360621/312538/288532/81827/499974/313478/29214/307805/500929/291441/299112/24968/291540/317252/24829/292071/83572/287984/361416/316273/290626/691488/64158/25573/362485/287101/292058/307833/24185/65274/24967/680615/304477/29677/116685/301430/307126/114494/297176/316531/25581/117021/304573/25437/59294/300149/245922/399489/311860/365388/85241/25448/291983/498265/288414/64033/691979/684771/362548/309098/303037/287772/299730/83499/171102/29414/114592/64041/363198/59102/316425/81655/85265/81738/192255/304528/294010/360908/94201/287830/291874/362281/361389/311546/25515/116468/54237/286993/680111/29666/161475/171576/58958/362519/58945/315164/683722/362557/84490/295661/296368/29671/307639/84389/297893/288003/64627/192228/296137/360643/29676/315508/25203/304951/306594/363193/29669/500545/63996/252921/114087/100362495",NA
"R-RNO-611105","Respiratory electron transport",78,-0.680803564725168,-2.65501813267308,1e-10,1.79824561403509e-09,8.07653114304537e-10,4099,"tags=72%, list=22%, signal=56%","298748/315219/316632/691506/293114/29478/497902/303922/362897/289218/681024/293448/303393/297821/298147/171335/309391/81728/304735/299310/366448/499529/103693419/54322/56769/293453/64539/300447/25282/295923/24401/24551/81829/317444/297990/293655/300726/315167/362440/94194/361520/686506/293130/301011/301458/681418/307210/296086/25488/288740/688869/64201/292845/361385/501923/301123",NA
"R-RNO-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A",54,0.710268522100617,2.6388550687788,1e-10,1.79824561403509e-09,8.07653114304537e-10,4711,"tags=87%, list=25%, signal=65%","29670/296651/29673/289990/292766/94198/29675/83806/287670/117262/289924/100912032/311078/29614/29668/292588/117263/81827/24968/287984/24967/29677/114494/297176/25581/365388/291983/287772/83499/192255/361389/54237/29666/161475/171576/296368/29671/360643/29676/29669/50522/64515/293155/361831/304490/689852/85492",NA
"R-RNO-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",54,0.710268522100617,2.6388550687788,1e-10,1.79824561403509e-09,8.07653114304537e-10,4711,"tags=87%, list=25%, signal=65%","29670/296651/29673/289990/292766/94198/29675/83806/287670/117262/289924/100912032/311078/29614/29668/292588/117263/81827/24968/287984/24967/29677/114494/297176/25581/365388/291983/287772/83499/192255/361389/54237/29666/161475/171576/296368/29671/360643/29676/29669/50522/64515/293155/361831/304490/689852/85492",NA
"R-RNO-1640170","Cell Cycle",381,0.543393521801476,2.63858207998397,1e-10,1.79824561403509e-09,8.07653114304537e-10,3738,"tags=56%, list=20%, signal=46%","498736/308937/301252/56010/116670/117104/29670/291081/362965/499709/53372/25576/24514/296651/29673/64462/307351/25498/25497/366275/296883/289990/246118/292766/94198/85252/84509/29675/307947/300218/295692/65137/83806/287670/81515/113975/25737/296554/500987/299331/85482/117262/290232/289924/298534/100912032/366016/24917/305343/114764/29648/257644/114483/312046/94266/311078/24842/499914/291137/499655/29614/29668/140583/292588/117263/313479/499870/25578/171103/83805/290842/29728/306464/289758/360621/312538/288532/81827/499974/313478/29214/307805/500929/291441/310034/299112/24968/291540/291787/317252/24829/292071/83572/287984/100361529/497856/361416/316273/290626/691488/64158/83712/25573/362485/287101/292058/307833/24185/65274/24967/680615/304477/29677/116685/301430/307126/114494/297176/316531/25581/117021/304573/25437/59294/300149/245922/399489/311860/365388/85241/25448/291983/289777/360588/498265/288414/316602/64033/691979/297483/684771/362548/309098/303037/287772/299730/83499/497672/171102/29414/114592/64557/64041/363198/59102/316425/81655/170944/294800/85265/81738/192255/309595/304528/294010/360908/94201/361815/287830/291874/362281/361389/311546/301965/25515/116468/54237/286993/680111/29666/161475/689296/171576/58958/362519/192218/58945/315164/683722/362557/84490/295661/296368/29671/307639/84389/297893/288003/64627/192228/296137/360643/29676/315508/499873/25203/304951/306594/363193/29669/500545/63996/252921/114087/100362495",NA
"R-RNO-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs",48,0.7295383670345,2.63414121598922,1e-10,1.79824561403509e-09,8.07653114304537e-10,3677,"tags=77%, list=20%, signal=62%","29670/50662/296651/29673/289990/292766/94198/29675/83806/287670/117262/289924/100912032/311078/29614/29668/117263/81827/24968/287984/24967/29677/25581/311860/365388/291983/287772/83499/192255/29666/161475/25720/29671/361391/84389/29676/29669",NA
"R-RNO-69239","Synthesis of DNA",88,0.657148179271493,2.62315554239337,1e-10,1.79824561403509e-09,8.07653114304537e-10,3957,"tags=75%, list=21%, signal=59%","29670/296651/29673/296883/289990/292766/94198/29675/83806/287670/25737/117262/289924/100912032/311078/499914/291137/29614/29668/292588/117263/313479/290842/29728/289758/360621/312538/288532/81827/299112/24968/292071/287984/316273/362485/292058/24967/29677/301430/114494/25581/304573/59294/365388/85241/291983/288414/287772/83499/59102/192255/304528/361389/116468/29666/161475/84490/296368/29671/307639/288003/360643/29676/29669/301323/50522",NA
"R-RNO-8878159","Transcriptional regulation by RUNX3",53,0.717664246860373,2.62207915595139,1e-10,1.79824561403509e-09,8.07653114304537e-10,4711,"tags=89%, list=25%, signal=66%","25631/29670/683522/689844/296651/29673/289990/292766/94198/29675/83806/287670/117262/289924/100912032/311078/24842/29614/29668/117263/83805/81827/24968/363287/287984/59086/24967/29677/25581/365388/291983/287772/83499/192255/29666/161475/29671/361391/29676/29669/50522/50554/690516/303539/58919/689852/85492",NA
"R-RNO-5621481","C-type lectin receptors (CLRs)",78,0.669536691580828,2.61173888081173,1e-10,1.79824561403509e-09,8.07653114304537e-10,3677,"tags=68%, list=20%, signal=55%","100360982/29431/29670/296651/29748/29673/25150/64044/289990/292766/94198/24525/29675/24605/83806/287670/450223/81515/117262/289924/100912032/84351/311078/293621/29614/29668/117263/83805/83477/81827/24968/362432/287984/24967/29677/313121/25581/360640/365388/291983/287772/83499/29432/192255/24674/29666/161475/29671/50663/24242/25155/29676/29669",NA
"R-RNO-453274","Mitotic G2-G2/M phases",123,0.620644728497992,2.60482323558616,1e-10,1.79824561403509e-09,8.07653114304537e-10,3957,"tags=63%, list=21%, signal=50%","498736/308937/301252/56010/116670/117104/29670/291081/296651/29673/64462/307351/289990/246118/292766/94198/85252/29675/300218/83806/287670/296554/299331/117262/289924/100912032/114764/311078/24842/29614/29668/117263/171103/81827/29214/500929/24968/291540/83572/287984/290626/64158/287101/24967/29677/114494/316531/25581/399489/365388/291983/309098/287772/299730/83499/171102/85265/192255/294010/311546/25515/54237/29666/161475/58945/683722/29671/84389/192228/29676/25203/29669/252921/100362495/306102/300126/50522",NA
"R-RNO-5687128","MAPK6/MAPK4 signaling",54,0.701094678854847,2.60477156092788,1e-10,1.79824561403509e-09,8.07653114304537e-10,3677,"tags=76%, list=20%, signal=61%","29431/29670/296651/29673/289990/292766/94198/85252/29675/58840/83806/287670/117262/289924/100912032/311078/29614/29668/117263/81827/24968/287984/24967/29677/64551/25581/363875/365388/291983/287772/83499/29432/64465/192255/54237/29666/161475/29671/84009/29676/29669",NA
