"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","log2err"
"R-RNO-917977","Transferrin endocytosis and recycling",23,-0.735638372251936,-2.20588283155057,3.6258115750051e-06,2.25239809962438e-05,1.01162840360458e-05,2764,"tags=65%, list=15%, signal=56%","288562/289407/170824/24825/83615/436582/116664/94170/288371/64678/297566/297932/368044/362802/312488",0.627256739718528
"R-RNO-913531","Interferon Signaling",83,0.558706936642307,2.20078049742039,6.33684893051762e-08,5.07442980764107e-07,2.27909858668567e-07,4101,"tags=52%, list=22%, signal=40%","498736/89829/25125/24697/291081/24514/287436/307351/25498/306204/246118/300218/117045/360697/296554/100912032/84351/117063/24917/84472/304545/24842/25400/24468/500929/171140/64158/316531/24472/192255/24246/295704/81635/54237/170897/298693/25622/54287/291978/116590/50522/24673/25712",0.704975715167238
"R-RNO-1614635","Sulfur amino acid metabolism",20,-0.757102297387181,-2.18221829977158,8.50634162813887e-06,5.09883050809494e-05,2.29005776910156e-05,3281,"tags=85%, list=18%, signal=70%","292710/290947/192172/29443/81508/365972/81522/25256/25274/288912/24250/81805/81718/24962/170943/298934/79462",0.593325476396405
"R-RNO-1500931","Cell-Cell communication",61,0.578275707201661,2.18082018803151,1.09106049126798e-06,7.47718626519405e-06,3.35825803004086e-06,3371,"tags=46%, list=18%, signal=38%","25066/362850/499443/81634/25150/362332/24511/293860/287876/83502/84006/308417/361598/25409/361537/289992/25528/310695/116479/25724/287701/64315/81822/24790/498515/117048/360652/57341",0.643551836150722
"R-RNO-5626467","RHO GTPases activate IQGAPs",22,0.740005755989025,2.18057526586925,4.34376286026383e-06,2.68214272998219e-05,1.20464129703537e-05,3464,"tags=77%, list=19%, signal=63%","498736/291081/307351/246118/300218/296554/287876/361598/500929/64158/316531/363875/64465/81822/310621/50663/24242",0.610526878385931
"R-RNO-156580","Phase II - Conjugation of compounds",72,-0.568604081771344,-2.17289860823177,5.41296304034458e-07,3.90724444813605e-06,1.75487604265867e-06,3100,"tags=50%, list=17%, signal=42%","303953/290947/293779/24421/362368/29443/246263/24422/83783/361637/78959/290401/64305/81522/494500/171347/25458/25260/81869/501110/116568/29487/291394/116684/297029/306866/64473/300983/58953/140925/294103/25283/292915/309465/29739/116631",0.659444398037935
"R-RNO-190872","Transport of connexons to the plasma membrane",14,0.809463624189309,2.16977118245478,8.82934145112811e-06,5.26167150430599e-05,2.36319518520302e-05,2080,"tags=71%, list=11%, signal=63%","498736/291081/307351/246118/300218/296554/24392/500929/64158/316531",0.593325476396405
"R-RNO-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",20,0.755277110907626,2.16519567993159,6.06631792333763e-06,3.70117611394112e-05,1.66232376249565e-05,3440,"tags=70%, list=19%, signal=57%","50662/304794/117056/500987/362093/60421/24829/691488/680615/291159/310678/361391/297893/64627",0.610526878385931
"R-RNO-190840","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane",13,0.829385103799881,2.16302904257192,2.00528019845374e-05,0.000109915091091716,4.93665964962886e-05,2080,"tags=77%, list=11%, signal=68%","498736/291081/307351/246118/300218/296554/24392/500929/64158/316531",0.575610261071129
"R-RNO-4085377","SUMOylation of SUMOylation proteins",21,0.73092081554499,2.16145941808056,1.3187101517233e-05,7.76826382480677e-05,3.48899083744521e-05,3092,"tags=76%, list=17%, signal=64%","53372/25497/295692/113975/366016/499974/25573/65274/117021/245922/81738/287830/291874/362281/58958/362557",0.593325476396405
"R-RNO-68875","Mitotic Prophase",51,0.598231044193626,2.16089938464709,1.19474795984761e-06,8.11004409830332e-06,3.64249595384471e-06,4182,"tags=65%, list=23%, signal=50%","53372/25497/307947/295692/113975/500987/366016/499974/24829/691488/65274/680615/116685/117021/25437/300149/245922/81738/287830/291874/362281/25515/54237/58958/362519/362557/64627/315508/25203/306594/114087/116590/113929",0.643551836150722
"R-RNO-8978868","Fatty acid metabolism",132,-0.511135710223043,-2.15723993730259,1.14475974850362e-08,1.06670794746928e-07,4.79094729386701e-08,3142,"tags=46%, list=17%, signal=39%","307092/25541/24296/83512/298423/311865/171402/116719/29510/29328/25756/361802/65030/25045/25288/24306/64461/498962/293453/291283/312086/314304/25682/114209/170570/313375/299193/29726/29470/266674/79244/50681/303577/113956/64304/85239/84029/65192/78975/83522/373545/359725/171155/307170/116568/291135/25363/140547/171142/498728/113965/687008/170465/24158/85255/83842/54398/315973/311849/191576/291075",0.747739663149885
"R-RNO-1266738","Developmental Biology",293,0.457269611236491,2.1507907956498,1e-10,1.79824561403509e-09,8.07653114304537e-10,4129,"tags=39%, list=22%, signal=30%","498736/301252/25537/25631/29431/94268/296789/366492/291081/362993/29302/680703/289352/83841/312275/25150/24511/501203/307351/299851/24553/289392/25626/25513/246118/85252/24525/300218/287925/60335/24605/287191/81515/290905/291624/296554/299331/287876/286908/294853/81518/300242/287702/83709/313494/293621/24718/29357/360854/407757/170851/85385/83805/292028/54319/361537/500929/54227/300247/302934/293619/116470/64158/24699/310630/24185/81732/315323/313498/81687/316531/363875/81824/311860/81521/315318/117273/29414/85490/29432/308376/287701/116563/64465/94201/84477/312477/81822/685544/304109/25418/361568/24332/25720/25622/689314/297893/84393/84009/116483/81771/60629/360626/361597/83510/50645/116590/84027/287700/25416/64373/81751/84357",NA
"R-RNO-5693607","Processing of DNA double-strand break ends",48,0.593401105893977,2.142590960641,7.06545832008043e-06,4.2600557518132e-05,1.9133355689618e-05,3440,"tags=62%, list=19%, signal=51%","296883/500987/85482/298534/140583/310034/291787/24829/100361529/497856/691488/25573/363076/299638/171366/114494/83508/360588/288414/497672/64557/59102/294800/309595/304528/361815/116468/192218/288003/64627",0.610526878385931
"R-RNO-195258","RHO GTPase Effectors",177,0.478273784102241,2.13572050995271,1.61040689019447e-09,1.9887554969269e-08,8.93217566136068e-09,3716,"tags=49%, list=20%, signal=39%","498736/56010/116670/25537/85428/29431/501099/291081/362965/25576/117056/307351/246118/85252/300218/296554/293860/500987/287876/94195/114764/29648/257644/94266/360854/25578/83805/361598/306464/307805/500929/291441/54227/317252/24829/83572/361416/360564/691488/64158/290396/680615/304477/81732/297176/316531/363875/81824/311860/291159/25448/362548/64303/303037/117273/308875/114592/64041/29432/363198/316425/81655/81738/64465/310678/287830/25515/286993/81822/171576/308761/58945/315164/310621/313024/295661/50663/689314/64627/24242/296137/171041/304951/363193/500545/79249",0.788186810800237
"R-RNO-73893","DNA Damage Bypass",34,0.639086668630124,2.12495519497776,4.96709789352903e-05,0.000243601690950586,0.000109409784075388,4077,"tags=71%, list=22%, signal=55%","313702/296883/140639/25737/100912032/116643/362412/289758/313387/305073/299112/300795/304573/59294/288414/59102/192255/304528/295704/116468/298693/288003/50522/84478",0.557332238758646
"R-RNO-9674555","Signaling by CSF3 (G-CSF)",20,0.739148519296701,2.11895893268343,1.67751201288074e-05,9.39590061859433e-05,4.2200177423347e-05,4414,"tags=85%, list=24%, signal=65%","89829/64525/24514/24525/81515/25734/100912032/85385/192255/84477/81807/25622/25155/300948/50522/361831/81504",0.575610261071129
"R-RNO-1433557","Signaling by SCF-KIT",31,0.654393689334459,2.11773178345692,2.02686708460431e-05,0.000110507380942522,4.96326139628913e-05,4578,"tags=65%, list=25%, signal=49%","25125/114203/24514/25150/25513/24525/24605/81515/293621/140583/83805/366962/81687/363875/84477/25622/361597/313050/81504/301737",0.575610261071129
"R-RNO-5683057","MAPK family signaling cascades",231,0.457525716769284,2.11585906025369,2.53616986691405e-10,3.93874865694985e-09,1.76902565167957e-09,4158,"tags=44%, list=22%, signal=35%","25267/305679/29431/29670/63995/171109/29302/24514/296651/29673/25150/24553/60587/25513/289990/300980/292766/94198/85252/24525/29675/58840/25318/24605/25433/83806/287670/25597/287876/24366/117262/289924/100912032/116663/54250/313494/311078/293621/25400/29614/29668/117263/29622/170851/85385/83805/361598/81827/24628/24888/171337/24968/24827/287984/171140/293847/24967/29677/64551/309399/25581/363875/24629/365388/291983/59325/287772/83499/364052/29432/64465/192255/24246/24367/29183/64511/54237/24498/170668/29666/161475/81822/192126/361679/29671/25622/50663/25022/314612/24242/84009/29676/363193/29669/309153/116590/50522/246781/24673/297682/25326/309175",0.814035837847908
"R-RNO-72163","mRNA Splicing - Major Pathway",124,0.503732031405203,2.1096995758179,3.3620951587331e-08,2.82471109647658e-07,1.26867358734199e-07,5459,"tags=58%, list=30%, signal=41%","291794/298385/117017/362687/64200/684148/361545/290284/171365/295284/681031/307474/287113/300092/29578/680737/301432/309651/24468/29497/290614/494445/292019/292729/117259/289315/289693/680891/317385/316123/60376/305479/299620/292536/297455/291295/362361/362394/246216/295270/362153/363005/89819/80846/307410/313583/362630/79256/502603/297695/296913/302557/114612/361574/498934/294711/296320/361365/140931/117541/290666/29678/690303/192246/245976/317612/298095/314336/259170/83503/117282/498171",0.719512826338911
"R-RNO-380320","Recruitment of NuMA to mitotic centrosomes",52,0.587177972131114,2.10706037872436,6.79750680694364e-06,4.12274821131197e-05,1.85166609409264e-05,3738,"tags=52%, list=20%, signal=42%","498736/56010/291081/64462/307351/246118/300218/296554/299331/114764/29214/500929/291540/83572/290626/64158/316531/309098/299730/294010/25515/54237/58945/683722/192228/252921/100362495",0.610526878385931
"R-RNO-383280","Nuclear Receptor transcription pathway",37,-0.62756210153047,-2.10298699306419,3.40004358084866e-05,0.000175127872882908,7.86558692713988e-05,1872,"tags=38%, list=10%, signal=34%","25682/81812/24890/58851/84385/60351/25735/24208/293701/25747/245980/299210/25672/360896",0.557332238758646
"R-RNO-112409","RAF-independent MAPK1/3 activation",20,0.732422864351894,2.09967811664797,2.57549882056764e-05,0.000136135806152197,6.11432092196031e-05,4095,"tags=75%, list=22%, signal=58%","63995/171109/24514/60587/300980/116663/170851/293847/364052/54237/24498/361679/25622/116590/297682",0.575610261071129
"R-RNO-69473","G2/M DNA damage checkpoint",51,0.581264067878764,2.09961214615627,4.54452367867001e-06,2.78930345547111e-05,1.25277081449214e-05,3601,"tags=59%, list=19%, signal=47%","308937/56010/25576/296883/500987/85482/24842/140583/25578/310034/291787/24829/100361529/497856/691488/360588/288414/497672/64557/59102/294800/309595/304528/361815/116468/54237/192218/288003/64627/25203",0.610526878385931
"R-RNO-9675108","Nervous system development",176,0.469287897626481,2.08860236076418,1.90515765735928e-09,2.29739599858031e-08,1.03183848666846e-08,4129,"tags=43%, list=22%, signal=33%","498736/301252/25537/29431/94268/296789/366492/291081/362993/29302/83841/312275/25150/24511/501203/307351/24553/289392/25513/246118/24525/300218/24605/81515/290905/296554/299331/287876/286908/83709/313494/293621/24718/360854/170851/85385/83805/54319/361537/500929/54227/64158/24699/310630/81732/313498/81687/316531/363875/81824/81521/117273/85490/29432/308376/116563/64465/84477/312477/81822/304109/25418/361568/25622/84393/84009/60629/361597/83510/116590/84027/25416/64373/81751/84357",0.774939030136436
"R-RNO-9755511","KEAP1-NFE2L2 pathway",58,0.561692439042769,2.08391519283356,1.38103554042104e-05,8.08892245103752e-05,3.63300950546396e-05,2955,"tags=66%, list=16%, signal=55%","29670/113894/296651/29673/289990/292766/94198/29675/140639/83619/83806/287670/117262/289924/100912032/117254/116643/311078/84006/29614/29668/117263/81827/24968/287984/304127/24185/24967/29677/25581/365388/291983/287772/83499/29414/192255/29666/161475",0.593325476396405
"R-RNO-176187","Activation of ATR in response to replication stress",28,0.679947881309058,2.08304522244007,1.7549874672909e-05,9.77642474985419e-05,4.39092403971776e-05,2885,"tags=75%, list=16%, signal=63%","296883/298534/312046/140583/313479/29728/360621/312538/288532/310034/100361529/316273/301430/307126/288414/171102/59102/294800/304528/360908/116468",0.575610261071129
"R-RNO-69618","Mitotic Spindle Checkpoint",69,0.548356189590522,2.07821430162486,1.91802730053767e-06,1.25221527582874e-05,5.62412364256188e-06,4986,"tags=67%, list=27%, signal=49%","362965/85252/114764/29648/257644/94266/292588/306464/307805/291441/317252/83572/361416/304477/297176/25448/362548/303037/114592/64041/363198/316425/81655/81738/287830/361389/25515/286993/171576/58945/315164/295661/296368/296137/360643/304951/363193/500545/24673/64515/293155/361831/304490/298850/363059/293733",0.627256739718528
"R-RNO-422475","Axon guidance",175,0.467333006554631,2.06894210878267,1.21232713960495e-08,1.11949127756313e-07,5.02801513710787e-08,4129,"tags=42%, list=22%, signal=33%","498736/301252/25537/29431/94268/296789/366492/291081/362993/29302/83841/312275/25150/24511/501203/307351/24553/289392/25513/246118/24525/300218/24605/81515/290905/296554/299331/287876/286908/83709/313494/293621/24718/360854/170851/85385/83805/54319/361537/500929/54227/64158/24699/310630/81732/313498/81687/316531/363875/81824/81521/117273/85490/29432/116563/64465/84477/312477/81822/304109/25418/361568/25622/84393/84009/60629/361597/83510/116590/84027/25416/64373/81751/84357",0.747739663149885
"R-RNO-3928662","EPHB-mediated forward signaling",28,0.675049274033819,2.06803815974925,2.23582666667885e-05,0.000121255149912478,5.44598016466315e-05,3044,"tags=61%, list=16%, signal=51%","25537/29431/312275/25150/81515/287876/293621/360854/83805/54227/81732/363875/81824/117273/64465/81822/304109",0.575610261071129
"R-RNO-73772","RNA Polymerase I Promoter Escape",32,0.632466835059743,2.06737683707739,0.000107962615862371,0.000485358251135661,0.000217990857324272,3942,"tags=62%, list=21%, signal=49%","680493/313245/117056/361784/361420/362728/83582/500987/24829/691488/680615/304714/291159/83581/310678/360893/84389/64627/690450/294693",0.538434096309916
"R-RNO-141424","Amplification of signal from the kinetochores",59,0.555408407981209,2.06556892220736,1.67405820523674e-05,9.39590061859433e-05,4.2200177423347e-05,3679,"tags=58%, list=20%, signal=46%","362965/85252/114764/29648/257644/94266/306464/307805/291441/317252/83572/361416/304477/297176/25448/362548/303037/114592/64041/363198/316425/81655/81738/287830/25515/286993/171576/58945/315164/295661/296137/304951/363193/500545",0.575610261071129
"R-RNO-141444","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",59,0.555408407981209,2.06556892220736,1.67405820523674e-05,9.39590061859433e-05,4.2200177423347e-05,3679,"tags=58%, list=20%, signal=46%","362965/85252/114764/29648/257644/94266/306464/307805/291441/317252/83572/361416/304477/297176/25448/362548/303037/114592/64041/363198/316425/81655/81738/287830/25515/286993/171576/58945/315164/295661/296137/304951/363193/500545",0.575610261071129
"R-RNO-2173789","TGF-beta receptor signaling activates SMADs",28,0.672903058009595,2.06146314840135,2.50335531558393e-05,0.000133642666587163,6.00234556562521e-05,1836,"tags=43%, list=10%, signal=39%","81809/311061/25631/29302/25717/24511/297699/100912032/25639/29357/292734/59086",0.575610261071129
"R-RNO-606279","Deposition of new CENPA-containing nucleosomes at the centromere",27,0.659477134070695,2.05616731994998,4.6162421224091e-05,0.000227483085359102,0.000102170371448657,3580,"tags=67%, list=19%, signal=54%","25498/65137/500987/306464/307805/24829/361416/691488/83712/680615/25448/316602/362548/363198/689296/315164/64627/499873",0.557332238758646
"R-RNO-774815","Nucleosome assembly",27,0.659477134070695,2.05616731994998,4.6162421224091e-05,0.000227483085359102,0.000102170371448657,3580,"tags=67%, list=19%, signal=54%","25498/65137/500987/306464/307805/24829/361416/691488/83712/680615/25448/316602/362548/363198/689296/315164/64627/499873",0.557332238758646
"R-RNO-1592230","Mitochondrial biogenesis",21,-0.686131252661346,-2.05326654731728,0.000202287904409348,0.000860353120413202,0.000386413775559911,3095,"tags=71%, list=17%, signal=60%","300677/171082/94271/65262/245958/24399/29754/171375/171374/192241/362749/306840/361596/690441/245965",0.518848077743792
"R-RNO-5357801","Programmed Cell Death",94,0.50414968815108,2.05313690099168,2.45800876799624e-06,1.58456540075229e-05,7.11682080995102e-06,4063,"tags=51%, list=22%, signal=40%","56010/78971/306886/25576/83841/29748/246240/64044/246097/25318/448830/60350/299331/81818/311299/298534/100912032/25402/24917/501083/83502/259274/29260/25578/29395/24888/78963/116554/64665/291145/116685/25385/25459/114562/690743/311786/192255/83764/58945/64026/680522/64625/29197/116590/50522/492821/114901/266610",0.627256739718528
"R-RNO-211000","Gene Silencing by RNA",43,0.587512479918068,2.05283450615612,3.3223389878447e-05,0.000171989770835395,7.72464411755377e-05,3092,"tags=58%, list=17%, signal=49%","53372/117056/117017/25497/84509/295692/113975/500987/366016/499974/24829/691488/65274/680615/117021/245922/291159/299284/81738/310678/287830/291874/362281/58958/362557",0.557332238758646
"R-RNO-6806834","Signaling by MET",50,0.563286111252925,2.04954851156137,2.39350633819105e-05,0.000128447329667321,5.76900535834638e-05,2700,"tags=48%, list=15%, signal=41%","25125/24697/24511/79121/24553/25513/24525/24605/100912032/117063/360606/293621/309816/54245/85385/83805/56084/171337/81922/363875/85490/29393/303517/192255",0.575610261071129
"R-RNO-196854","Metabolism of vitamins and cofactors",136,-0.47277317702224,-2.04874853785192,5.81351940980154e-07,4.16703314338922e-06,1.8715559595425e-06,3440,"tags=46%, list=19%, signal=37%","292697/29270/360511/296167/25703/81506/24244/307092/498332/290947/100125370/24539/25104/289175/116719/362134/171128/55939/64392/25732/24479/317322/315085/64300/291283/81522/293504/29723/171053/313520/64001/500820/361884/499330/83578/311536/29309/29216/50621/353255/25615/365699/361751/80848/85496/360887/170551/309004/64845/50655/367323/29498/287711/687008/305889/294972/498909/294088/309465/306262/362851/298653",0.659444398037935
"R-RNO-109581","Apoptosis",71,0.527757353944892,2.04786910742356,1.65525495854567e-05,9.39590061859433e-05,4.2200177423347e-05,4063,"tags=49%, list=22%, signal=39%","56010/306886/25576/29748/64044/246097/25318/448830/60350/81818/311299/298534/25402/24917/83502/259274/29260/25578/29395/24888/78963/116554/291145/116685/25385/25459/311786/58945/64026/680522/64625/116590/492821/114901/266610",0.575610261071129
"R-RNO-73854","RNA Polymerase I Promoter Clearance",41,0.597303430980445,2.0476211928882,4.43810033760858e-05,0.000221905016880429,9.96650716478723e-05,3942,"tags=56%, list=21%, signal=44%","680493/313245/117056/361784/361420/362728/83582/500987/24829/691488/83712/680615/304714/291159/83581/64520/310678/360893/84389/297893/64627/690450/294693",0.557332238758646
"R-RNO-73864","RNA Polymerase I Transcription",41,0.597303430980445,2.0476211928882,4.43810033760858e-05,0.000221905016880429,9.96650716478723e-05,3942,"tags=56%, list=21%, signal=44%","680493/313245/117056/361784/361420/362728/83582/500987/24829/691488/83712/680615/304714/291159/83581/64520/310678/360893/84389/297893/64627/690450/294693",0.557332238758646
"R-RNO-216083","Integrin cell surface interactions",42,0.589087449932132,2.04650863958342,8.15515426922569e-05,0.000379956051179833,0.000170651153345874,4528,"tags=60%, list=24%, signal=45%","311061/25361/29302/24511/25464/290905/304021/25406/24366/83502/360606/25353/308995/309684/85490/116479/29393/24367/83727/170921/25713/366474/84032/84352/25304",0.538434096309916
"R-RNO-73886","Chromosome Maintenance",61,0.542640728000464,2.04643190044786,1.66608165623057e-05,9.39590061859433e-05,4.2200177423347e-05,3580,"tags=57%, list=19%, signal=46%","499709/25498/296883/65137/25737/500987/290232/306464/289758/307805/24829/361416/691488/83712/680615/114494/59294/85241/25448/288414/316602/297483/362548/363198/59102/170944/304528/301965/116468/689296/315164/84490/288003/64627/499873",0.575610261071129
"R-RNO-3371497","HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",40,0.598609408245644,2.04503598188445,2.82924675175771e-05,0.000148716816438546,6.67937677748755e-05,3241,"tags=52%, list=18%, signal=43%","498736/301252/291081/307351/246118/362809/300218/296554/299331/691149/24468/500929/260321/64158/316531/24472/81655/294010/58945/298584/192277",0.575610261071129
"R-RNO-77289","Mitochondrial Fatty Acid Beta-Oxidation",26,-0.671906610676882,-2.04425660031255,6.2778894635213e-05,0.000304968563986224,0.000136971728748312,3844,"tags=73%, list=21%, signal=58%","117543/25287/50559/29510/25045/293453/314304/170570/29470/64304/171155/291135/25363/140547/113965/687008/170465/24158/315973",0.538434096309916
"R-RNO-5696399","Global Genome Nucleotide Excision Repair (GG-NER)",49,0.577042519730442,2.04345738613666,2.30537335287006e-05,0.000124368825615358,5.58582590424059e-05,5342,"tags=73%, list=29%, signal=52%","296084/292673/296883/65137/25737/100912032/298012/289758/299112/499417/25573/304573/59294/288414/59102/192255/304528/25591/116468/361925/81822/360915/290027/84389/288003/24919/85423/294693/50522/363283/288651/362385/261736/287367/298098/291703",0.575610261071129
"R-RNO-2980766","Nuclear Envelope Breakdown",28,0.667009675216728,2.04340855450063,3.0766326951311e-05,0.000160895332270887,7.22635524154318e-05,4897,"tags=86%, list=26%, signal=63%","53372/25497/295692/113975/366016/499974/65274/116685/117021/25437/245922/81738/287830/291874/362281/25515/54237/58958/362557/25203/114087/113929/316737/25023",0.557332238758646
"R-RNO-3301854","Nuclear Pore Complex (NPC) Disassembly",20,0.712765898903371,2.04332638023885,8.30113058618288e-05,0.000385007187820699,0.000172919790181094,3601,"tags=85%, list=19%, signal=69%","53372/25497/295692/113975/366016/499974/65274/117021/245922/81738/287830/291874/362281/54237/58958/362557/25203",0.538434096309916
"R-RNO-72172","mRNA Splicing",130,0.481517168014718,2.04287170381938,6.29600542519563e-07,4.45062452470725e-06,1.9989264702913e-06,5459,"tags=56%, list=30%, signal=40%","291794/298385/117017/362687/64200/684148/361545/290284/171365/295284/681031/307474/287113/300092/29578/680737/301432/309651/24468/29497/290614/494445/292019/292729/117259/289315/289693/680891/317385/316123/60376/305479/299620/292536/297455/291295/362361/362394/246216/295270/362153/363005/89819/80846/307410/313583/362630/79256/502603/297695/296913/302557/114612/361574/498934/294711/362990/296320/361365/140931/117541/290666/29678/690303/192246/245976/317612/298095/314336/259170/83503/117282/498171",0.659444398037935
"R-RNO-5357769","Caspase activation via extrinsic apoptotic signalling pathway",14,0.7609543307673,2.03974178545287,8.57862820429603e-05,0.000392548835241224,0.000176306999902966,2692,"tags=64%, list=15%, signal=55%","306886/64044/246097/448830/60350/25402/29260/25385/311786",0.538434096309916
"R-RNO-68962","Activation of the pre-replicative complex",24,0.679990666515978,2.03890587735213,7.21370915398261e-05,0.000345658763357383,0.000155247077781444,2742,"tags=71%, list=15%, signal=60%","296883/312046/291137/313479/29728/360621/312538/288532/299112/292071/316273/301430/307126/304573/85241/59102/360908",0.538434096309916
"R-RNO-3232142","SUMOylation of ubiquitinylation proteins",23,0.679655733078253,2.03818570501554,0.000171158855486851,0.000743380622347553,0.00033387745815513,3092,"tags=74%, list=17%, signal=62%","53372/25497/295692/113975/366016/291171/499974/25573/65274/117021/245922/81738/287830/291874/362281/58958/362557",0.518848077743792
"R-RNO-72202","Transport of Mature Transcript to Cytoplasm",47,0.578574888791376,2.03680840111737,3.84066240810879e-05,0.000194885097441164,8.75295091234561e-05,3650,"tags=60%, list=20%, signal=48%","79227/298385/53372/89827/25497/362687/295692/117045/113975/295284/287113/366016/296219/494445/499974/65274/117021/245922/81738/287830/291874/362281/58958/362557/502603/290519/304277/114612",0.557332238758646
"R-RNO-5621575","CD209 (DC-SIGN) signaling",12,0.800215836010746,2.03668929865891,7.40738210528274e-05,0.000353142635251851,0.000158608338554415,1229,"tags=58%, list=7%, signal=54%","100360982/29431/25150/24525/24605/81515/293621",0.538434096309916
"R-RNO-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein",19,0.718010038217092,2.03629235389005,9.16546096111005e-05,0.000415690154209637,0.000186700551366725,3092,"tags=79%, list=17%, signal=66%","53372/25497/295692/113975/366016/499974/65274/117021/245922/81738/287830/291874/362281/58958/362557",0.538434096309916
"R-RNO-190861","Gap junction assembly",25,0.65978330248909,2.03210269467037,0.000113231696469528,0.00050461951687507,0.000226641745244401,3633,"tags=56%, list=20%, signal=45%","498736/291081/307351/246118/300218/296554/24392/500929/64158/316531/25655/266707/29585/50563",0.538434096309916
"R-RNO-3214858","RMTs methylate histone arginines",24,0.677658626049537,2.03191341223843,7.80128169738552e-05,0.000366666597343726,0.000164682408757055,3440,"tags=71%, list=19%, signal=58%","362093/89820/83789/60421/310769/83712/680615/291159/361402/303518/310678/94201/361925/364382/64646/363026/64627",0.538434096309916
"R-RNO-2682334","EPH-Ephrin signaling",53,0.555687774018321,2.03027716072632,3.26450886102196e-05,0.00016985388743896,7.62871434781276e-05,3044,"tags=45%, list=16%, signal=38%","25537/29431/94268/366492/83841/312275/25150/501203/81515/287876/83709/293621/360854/83805/54227/81732/81687/363875/81824/117273/29432/64465/81822/304109",0.557332238758646
"R-RNO-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript",44,0.573129853624769,2.02942607676954,7.21668052277853e-05,0.000345658763357383,0.000155247077781444,3650,"tags=59%, list=20%, signal=48%","79227/298385/53372/89827/25497/362687/295692/113975/295284/287113/366016/296219/494445/499974/65274/117021/245922/81738/287830/291874/362281/58958/362557/502603/290519/114612",0.538434096309916
"R-RNO-211859","Biological oxidations",145,-0.473538667901536,-2.02844994775833,1.9931913733875e-07,1.49125631950525e-06,6.69773806911803e-07,3992,"tags=50%, list=22%, signal=39%","361510/29539/171451/171072/63867/25035/25242/298079/683630/57300/303953/290947/24296/25086/293779/298423/24421/362368/25243/29443/246263/24422/83783/361637/26760/80773/24172/24306/78959/171445/290401/64305/81522/25256/310201/494500/246245/266761/171522/313375/282827/171347/266674/291084/25458/25260/293653/60351/300981/81869/501110/84493/116568/29487/291394/83724/116684/310903/297029/296259/306866/64473/300983/58953/140925/294103/25283/292915/309465/29739/116631/301517",0.690132458796796
"R-RNO-6807070","PTEN Regulation",75,0.517895046018875,2.02530806913058,9.15763399040684e-06,5.42576580356475e-05,2.43689550222399e-05,3970,"tags=55%, list=21%, signal=43%","29670/296651/29673/289990/292766/94198/29675/83806/287670/79209/117262/289924/100912032/291171/311078/29614/29668/117263/81827/24968/287984/83712/24185/24967/29677/25581/365388/291983/287772/83499/64520/29414/192255/29666/161475/29671/297893/29676/29669/50522/310306",0.593325476396405
"R-RNO-5610787","Hedgehog 'off' state",85,0.502547210904831,2.02516469231478,1.54317631924331e-05,8.98724845013862e-05,4.03647818914766e-05,3957,"tags=56%, list=21%, signal=45%","498736/29670/291081/296651/29673/307351/289990/246118/292766/94198/29675/300218/83806/287670/296554/117262/289924/100912032/311078/29614/29668/117263/81827/500929/24968/287984/64158/24967/29677/316531/25581/365388/291983/84392/287772/83499/113927/192255/29666/161475/29671/29676/29669/29241/289180/84420/84027/50522",0.575610261071129
"R-RNO-170834","Signaling by TGF-beta Receptor Complex",53,0.553249912770033,2.02137011931774,3.58106359168363e-05,0.000183529509073786,8.24293291268574e-05,4488,"tags=62%, list=24%, signal=47%","81809/311061/25631/295062/29302/25717/24511/310655/297699/500715/100912032/25639/29357/292734/362110/59086/499929/117273/116479/192255/25591/680111/24790/24666/83727/297893/116590/50522/81810/361831/50554/690516/81918",0.557332238758646
"R-RNO-163210","Formation of ATP by chemiosmotic coupling",15,-0.765552561624951,-2.02018463208882,8.38453870609116e-05,0.000385387989853966,0.000173090821293697,3095,"tags=80%, list=17%, signal=67%","300677/171082/94271/65262/245958/29754/171375/171374/192241/362749/690441/245965",0.538434096309916
"R-RNO-8949613","Cristae formation",15,-0.765552561624951,-2.02018463208882,8.38453870609116e-05,0.000385387989853966,0.000173090821293697,3095,"tags=80%, list=17%, signal=67%","300677/171082/94271/65262/245958/29754/171375/171374/192241/362749/690441/245965",0.538434096309916
"R-RNO-937041","IKK complex recruitment mediated by RIP1",16,0.748893140292199,2.01933215474393,0.000121157665179764,0.000537604358481638,0.000241456356685943,1351,"tags=50%, list=7%, signal=46%","78971/306886/246240/448830/60350/100912032/84351/29260",0.538434096309916
