fromId,toId,combined_score,fromSymbol,toSymbol
10116.ENSRNOP00000000018,10116.ENSRNOP00000075010,414,Steap1,Cp
10116.ENSRNOP00000000018,10116.ENSRNOP00000028545,471,Steap1,Hamp
10116.ENSRNOP00000000018,10116.ENSRNOP00000014326,439,Steap1,Tpbg
10116.ENSRNOP00000000036,10116.ENSRNOP00000025149,427,Tmcc2,Zpr1
10116.ENSRNOP00000000036,10116.ENSRNOP00000063855,498,Tmcc2,Rnf10
10116.ENSRNOP00000000036,10116.ENSRNOP00000023187,407,Tmcc2,Rhd
10116.ENSRNOP00000000036,10116.ENSRNOP00000057684,522,Tmcc2,Cenpk
10116.ENSRNOP00000000064,10116.ENSRNOP00000022571,413,Gak,Wdr77
10116.ENSRNOP00000000064,10116.ENSRNOP00000020854,610,Gak,Hspa14
10116.ENSRNOP00000000064,10116.ENSRNOP00000033120,642,Gak,Ralbp1
10116.ENSRNOP00000000064,10116.ENSRNOP00000059209,698,Gak,Eps15
10116.ENSRNOP00000000064,10116.ENSRNOP00000059744,609,Gak,Synj2
10116.ENSRNOP00000000064,10116.ENSRNOP00000061918,416,Gak,Pstpip1
10116.ENSRNOP00000000064,10116.ENSRNOP00000068794,477,Gak,Rnf2
10116.ENSRNOP00000000064,10116.ENSRNOP00000023628,808,Gak,Hspa4
10116.ENSRNOP00000000064,10116.ENSRNOP00000015178,425,Gak,Csnk1d
10116.ENSRNOP00000000064,10116.ENSRNOP00000074945,756,Gak,Numbl
10116.ENSRNOP00000000064,10116.ENSRNOP00000017573,430,Gak,Bin1
10116.ENSRNOP00000000064,10116.ENSRNOP00000039172,502,Gak,Hyou1
10116.ENSRNOP00000000064,10116.ENSRNOP00000070202,908,Gak,Ap2m1
10116.ENSRNOP00000000064,10116.ENSRNOP00000049629,492,Gak,Eif4g1
10116.ENSRNOP00000000064,10116.ENSRNOP00000071757,856,Gak,Bag5
10116.ENSRNOP00000000064,10116.ENSRNOP00000070616,530,Gak,Atxn2l
10116.ENSRNOP00000000064,10116.ENSRNOP00000017375,547,Gak,Dbnl
10116.ENSRNOP00000000064,10116.ENSRNOP00000029635,968,Gak,Hip1r
10116.ENSRNOP00000000064,10116.ENSRNOP00000067749,606,Gak,Hspa1a
10116.ENSRNOP00000000064,10116.ENSRNOP00000023651,923,Gak,Cltb
10116.ENSRNOP00000000064,10116.ENSRNOP00000018310,522,Gak,Txndc5
10116.ENSRNOP00000000064,10116.ENSRNOP00000074461,769,Gak,Epn2
10116.ENSRNOP00000000064,10116.ENSRNOP00000016948,526,Gak,Bag2
10116.ENSRNOP00000000064,10116.ENSRNOP00000015247,490,Gak,Atp13a1
10116.ENSRNOP00000000064,10116.ENSRNOP00000016016,486,Gak,Ccnl1
10116.ENSRNOP00000000064,10116.ENSRNOP00000072054,499,Gak,Bloc1s4
10116.ENSRNOP00000000064,10116.ENSRNOP00000019121,603,Gak,Rab32
10116.ENSRNOP00000000064,10116.ENSRNOP00000042159,843,Gak,Hspa8
10116.ENSRNOP00000000064,10116.ENSRNOP00000060346,730,Gak,Synj1
10116.ENSRNOP00000000064,10116.ENSRNOP00000028856,605,Gak,Hspa12b
10116.ENSRNOP00000000064,10116.ENSRNOP00000018467,480,Gak,Tle3
10116.ENSRNOP00000000064,10116.ENSRNOP00000021954,496,Gak,Cotl1
10116.ENSRNOP00000000064,10116.ENSRNOP00000009115,407,Gak,Ubr5
10116.ENSRNOP00000000074,10116.ENSRNOP00000035943,600,Fbxo28,Cnot11
10116.ENSRNOP00000000074,10116.ENSRNOP00000030051,569,Fbxo28,Marchf3
10116.ENSRNOP00000000074,10116.ENSRNOP00000064200,459,Fbxo28,Impact
10116.ENSRNOP00000000074,10116.ENSRNOP00000074788,429,Fbxo28,Skp2
10116.ENSRNOP00000000074,10116.ENSRNOP00000022170,443,Fbxo28,Nasp
10116.ENSRNOP00000000074,10116.ENSRNOP00000019770,429,Fbxo28,Katnb1
10116.ENSRNOP00000000074,10116.ENSRNOP00000075085,538,Fbxo28,Naa25
10116.ENSRNOP00000000083,10116.ENSRNOP00000010512,800,Tmed5,Tmed10
10116.ENSRNOP00000000083,10116.ENSRNOP00000030668,865,Tmed5,Tmed9
10116.ENSRNOP00000000083,10116.ENSRNOP00000004878,422,Tmed5,Ubxn4
10116.ENSRNOP00000000083,10116.ENSRNOP00000063833,425,Tmed5,Wnt3a
10116.ENSRNOP00000000083,10116.ENSRNOP00000020419,482,Tmed5,Spryd7
10116.ENSRNOP00000000083,10116.ENSRNOP00000059050,425,Tmed5,Wnt8a
10116.ENSRNOP00000000083,10116.ENSRNOP00000066101,432,Tmed5,Wnt7a
10116.ENSRNOP00000000083,10116.ENSRNOP00000057009,505,Tmed5,Ptrh1
10116.ENSRNOP00000000180,10116.ENSRNOP00000026038,465,Alas2,Alox15
10116.ENSRNOP00000000180,10116.ENSRNOP00000028545,465,Alas2,Hamp
10116.ENSRNOP00000000180,10116.ENSRNOP00000046432,418,Alas2,Ormdl3
10116.ENSRNOP00000000180,10116.ENSRNOP00000068875,702,Alas2,Hbb-b1
10116.ENSRNOP00000000180,10116.ENSRNOP00000041451,662,Alas2,Hba-a1
10116.ENSRNOP00000000180,10116.ENSRNOP00000023187,480,Alas2,Rhd
10116.ENSRNOP00000000180,10116.ENSRNOP00000049077,403,Alas2,Trim58
10116.ENSRNOP00000000180,10116.ENSRNOP00000025888,404,Alas2,Rps17
10116.ENSRNOP00000000180,10116.ENSRNOP00000037248,556,Alas2,Hbq1b
10116.ENSRNOP00000000180,10116.ENSRNOP00000027297,853,Alas2,Ahsp
10116.ENSRNOP00000000180,10116.ENSRNOP00000031323,462,Alas2,Ca13
10116.ENSRNOP00000000256,10116.ENSRNOP00000044084,667,Ccl7,Ccrl2
10116.ENSRNOP00000000256,10116.ENSRNOP00000037160,461,Ccl7,Cxcl16
10116.ENSRNOP00000000256,10116.ENSRNOP00000008294,708,Ccl7,Cxcr6
10116.ENSRNOP00000000256,10116.ENSRNOP00000074520,401,Ccl7,Tnf
10116.ENSRNOP00000000256,10116.ENSRNOP00000003649,703,Ccl7,Cxcl10
10116.ENSRNOP00000000256,10116.ENSRNOP00000021730,501,Ccl7,Ccl20
10116.ENSRNOP00000000256,10116.ENSRNOP00000013745,606,Ccl7,Timp1
10116.ENSRNOP00000000256,10116.ENSRNOP00000013732,747,Ccl7,Il6
10116.ENSRNOP00000000256,10116.ENSRNOP00000019109,775,Ccl7,Cxcr2
10116.ENSRNOP00000000256,10116.ENSRNOP00000073134,683,Ccl7,Csf1
10116.ENSRNOP00000000256,10116.ENSRNOP00000003778,773,Ccl7,Cxcl1
10116.ENSRNOP00000000256,10116.ENSRNOP00000035380,439,Ccl7,Cxcl11
10116.ENSRNOP00000000256,10116.ENSRNOP00000015139,538,Ccl7,Ccl3
10116.ENSRNOP00000000258,10116.ENSRNOP00000027553,984,Aatf,Utp4
10116.ENSRNOP00000000258,10116.ENSRNOP00000014439,494,Aatf,Dap
10116.ENSRNOP00000000258,10116.ENSRNOP00000044460,981,Aatf,Rcl1
10116.ENSRNOP00000000258,10116.ENSRNOP00000003600,956,Aatf,Ddx52
10116.ENSRNOP00000000258,10116.ENSRNOP00000008222,400,Aatf,Pawr
10116.ENSRNOP00000000258,10116.ENSRNOP00000047549,607,Aatf,Hgh1
10116.ENSRNOP00000000258,10116.ENSRNOP00000026528,948,Aatf,Rps5
10116.ENSRNOP00000000258,10116.ENSRNOP00000027604,898,Aatf,Nop9
10116.ENSRNOP00000000258,10116.ENSRNOP00000025046,673,Aatf,Nsun6
10116.ENSRNOP00000000258,10116.ENSRNOP00000005126,730,Aatf,Dhx15
10116.ENSRNOP00000000258,10116.ENSRNOP00000026576,725,Aatf,Rps16
10116.ENSRNOP00000000258,10116.ENSRNOP00000017683,943,Aatf,Ddx10
10116.ENSRNOP00000000258,10116.ENSRNOP00000064012,976,Aatf,Heatr1
10116.ENSRNOP00000000258,10116.ENSRNOP00000063697,492,Aatf,Nhp2
10116.ENSRNOP00000000258,10116.ENSRNOP00000027246,504,Aatf,Rps19
10116.ENSRNOP00000000258,10116.ENSRNOP00000071623,755,Aatf,Trmt61a
10116.ENSRNOP00000000258,10116.ENSRNOP00000023641,439,Aatf,Nsun2
10116.ENSRNOP00000000258,10116.ENSRNOP00000067656,992,Aatf,Bysl
10116.ENSRNOP00000000258,10116.ENSRNOP00000022897,703,Aatf,Rps27
10116.ENSRNOP00000000258,10116.ENSRNOP00000000717,692,Aatf,Rpf2
10116.ENSRNOP00000000258,10116.ENSRNOP00000019044,988,Aatf,Utp6
10116.ENSRNOP00000000258,10116.ENSRNOP00000025133,793,Aatf,Bop1
10116.ENSRNOP00000000258,10116.ENSRNOP00000056260,660,Aatf,Rps14
10116.ENSRNOP00000000258,10116.ENSRNOP00000022259,969,Aatf,Utp15
10116.ENSRNOP00000000258,10116.ENSRNOP00000075995,779,Aatf,Rps7
10116.ENSRNOP00000000258,10116.ENSRNOP00000075906,529,Aatf,Rps15a
10116.ENSRNOP00000000258,10116.ENSRNOP00000017165,673,Aatf,Riok2
10116.ENSRNOP00000000258,10116.ENSRNOP00000012256,843,Aatf,Ddx24
10116.ENSRNOP00000000258,10116.ENSRNOP00000023463,790,Aatf,Wdr12
10116.ENSRNOP00000000258,10116.ENSRNOP00000019056,579,Aatf,Noc3l
10116.ENSRNOP00000000258,10116.ENSRNOP00000001518,439,Aatf,Rplp0
10116.ENSRNOP00000000258,10116.ENSRNOP00000043988,721,Aatf,Rps4x
10116.ENSRNOP00000000258,10116.ENSRNOP00000058336,756,Aatf,Nifk
10116.ENSRNOP00000000258,10116.ENSRNOP00000064860,876,Aatf,Gtpbp4
10116.ENSRNOP00000000258,10116.ENSRNOP00000051553,996,Aatf,Utp14a
10116.ENSRNOP00000000258,10116.ENSRNOP00000024285,808,Aatf,Brix1
10116.ENSRNOP00000000258,10116.ENSRNOP00000059995,811,Aatf,Noc2l
10116.ENSRNOP00000000258,10116.ENSRNOP00000021705,688,Aatf,Rpf1
10116.ENSRNOP00000000258,10116.ENSRNOP00000013022,402,Aatf,Adpgk
10116.ENSRNOP00000000258,10116.ENSRNOP00000012702,889,Aatf,Gnl2
10116.ENSRNOP00000000258,10116.ENSRNOP00000012311,613,Aatf,Exosc2
10116.ENSRNOP00000000258,10116.ENSRNOP00000074753,711,Aatf,Rps8
10116.ENSRNOP00000000258,10116.ENSRNOP00000018405,983,Aatf,Tbl3
10116.ENSRNOP00000000258,10116.ENSRNOP00000071407,921,Aatf,Ddx56
10116.ENSRNOP00000000258,10116.ENSRNOP00000027634,680,Aatf,Dapk3
10116.ENSRNOP00000000258,10116.ENSRNOP00000009152,761,Aatf,Snu13
10116.ENSRNOP00000000258,10116.ENSRNOP00000019685,429,Aatf,Farsb
10116.ENSRNOP00000000258,10116.ENSRNOP00000053762,498,Aatf,Gpatch4
10116.ENSRNOP00000000258,10116.ENSRNOP00000004891,764,Aatf,Ddx49
10116.ENSRNOP00000000258,10116.ENSRNOP00000003582,990,Aatf,Utp18
10116.ENSRNOP00000000258,10116.ENSRNOP00000036690,784,Aatf,Rps13
10116.ENSRNOP00000000258,10116.ENSRNOP00000027512,980,Aatf,Pdcd11
10116.ENSRNOP00000000258,10116.ENSRNOP00000074925,977,Aatf,Wdr75
10116.ENSRNOP00000000258,10116.ENSRNOP00000025179,463,Aatf,Exosc6
10116.ENSRNOP00000000258,10116.ENSRNOP00000001583,424,Aatf,Rrp1b
10116.ENSRNOP00000000258,10116.ENSRNOP00000035588,719,Aatf,Sdad1
10116.ENSRNOP00000000258,10116.ENSRNOP00000020554,820,Aatf,Fbll1
10116.ENSRNOP00000000258,10116.ENSRNOP00000075857,533,Aatf,Rps18
10116.ENSRNOP00000000258,10116.ENSRNOP00000008317,968,Aatf,Utp20
10116.ENSRNOP00000000258,10116.ENSRNOP00000006297,977,Aatf,Fcf1
10116.ENSRNOP00000000258,10116.ENSRNOP00000067572,728,Aatf,Rps6
10116.ENSRNOP00000000258,10116.ENSRNOP00000021134,485,Aatf,Mybbp1a
10116.ENSRNOP00000000258,10116.ENSRNOP00000006699,591,Aatf,Surf6
10116.ENSRNOP00000000258,10116.ENSRNOP00000035860,694,Aatf,Gnl3
10116.ENSRNOP00000000258,10116.ENSRNOP00000041853,704,Aatf,LOC297756
10116.ENSRNOP00000000258,10116.ENSRNOP00000028893,764,Aatf,Trmt6
10116.ENSRNOP00000000258,10116.ENSRNOP00000038728,806,Aatf,Ddx18
10116.ENSRNOP00000000258,10116.ENSRNOP00000005996,833,Aatf,Pes1
10116.ENSRNOP00000000258,10116.ENSRNOP00000021803,460,Aatf,Rpl7l1
10116.ENSRNOP00000000258,10116.ENSRNOP00000037874,980,Aatf,Dnttip2
10116.ENSRNOP00000000258,10116.ENSRNOP00000009563,978,Aatf,Nop56
10116.ENSRNOP00000000258,10116.ENSRNOP00000053027,702,Aatf,Grwd1
10116.ENSRNOP00000000258,10116.ENSRNOP00000006824,795,Aatf,Cebpz
10116.ENSRNOP00000000258,10116.ENSRNOP00000018527,660,Aatf,Dimt1
10116.ENSRNOP00000000258,10116.ENSRNOP00000024326,727,Aatf,Mrto4
10116.ENSRNOP00000000258,10116.ENSRNOP00000017579,469,Aatf,Metap1
10116.ENSRNOP00000000258,10116.ENSRNOP00000069523,553,Aatf,Exosc7
10116.ENSRNOP00000000258,10116.ENSRNOP00000020453,830,Aatf,Ltv1
10116.ENSRNOP00000000258,10116.ENSRNOP00000074031,483,Aatf,Tp53
10116.ENSRNOP00000000258,10116.ENSRNOP00000029053,552,Aatf,Ticrr
10116.ENSRNOP00000000258,10116.ENSRNOP00000007549,605,Aatf,Pwp1
10116.ENSRNOP00000000258,10116.ENSRNOP00000074835,430,Aatf,Gar1
10116.ENSRNOP00000000258,10116.ENSRNOP00000038458,480,Aatf,Vezt
10116.ENSRNOP00000000258,10116.ENSRNOP00000063494,502,Aatf,Ddx21
10116.ENSRNOP00000000258,10116.ENSRNOP00000007169,993,Aatf,Nol10
10116.ENSRNOP00000000258,10116.ENSRNOP00000059249,980,Aatf,Krr1
10116.ENSRNOP00000000258,10116.ENSRNOP00000013587,575,Aatf,Polr1a
10116.ENSRNOP00000000258,10116.ENSRNOP00000011096,877,Aatf,Ddx47
10116.ENSRNOP00000000258,10116.ENSRNOP00000001605,978,Aatf,Pwp2
10116.ENSRNOP00000000258,10116.ENSRNOP00000017469,983,Aatf,Rrp9
10116.ENSRNOP00000000258,10116.ENSRNOP00000024337,991,Aatf,Ngdn
10116.ENSRNOP00000000258,10116.ENSRNOP00000016027,491,Aatf,Pinx1
10116.ENSRNOP00000000258,10116.ENSRNOP00000011320,512,Aatf,Nle1
10116.ENSRNOP00000000258,10116.ENSRNOP00000024010,686,Aatf,Rrp36
10116.ENSRNOP00000000258,10116.ENSRNOP00000027653,576,Aatf,Nip7
10116.ENSRNOP00000000258,10116.ENSRNOP00000001597,422,Aatf,Rrp1
10116.ENSRNOP00000000258,10116.ENSRNOP00000003992,831,Aatf,Tsr1
10116.ENSRNOP00000000258,10116.ENSRNOP00000037243,980,Aatf,Mphosph10
10116.ENSRNOP00000000258,10116.ENSRNOP00000009431,453,Aatf,Rpl7
10116.ENSRNOP00000000258,10116.ENSRNOP00000060568,722,Aatf,Rps28
10116.ENSRNOP00000000258,10116.ENSRNOP00000017556,688,Aatf,Nop53
10116.ENSRNOP00000000258,10116.ENSRNOP00000073585,561,Aatf,Lyar
10116.ENSRNOP00000000258,10116.ENSRNOP00000033485,992,Aatf,Wdr43
10116.ENSRNOP00000000258,10116.ENSRNOP00000021937,432,Aatf,Zfp593
10116.ENSRNOP00000000258,10116.ENSRNOP00000060015,984,Aatf,Nol6
10116.ENSRNOP00000000258,10116.ENSRNOP00000031905,729,Aatf,Nob1
10116.ENSRNOP00000000258,10116.ENSRNOP00000010806,870,Aatf,Ddx27
10116.ENSRNOP00000000258,10116.ENSRNOP00000017334,981,Aatf,Emg1
10116.ENSRNOP00000000258,10116.ENSRNOP00000034041,426,Aatf,Riok3
10116.ENSRNOP00000000258,10116.ENSRNOP00000029128,632,Aatf,Polr1e
10116.ENSRNOP00000000258,10116.ENSRNOP00000068949,502,Aatf,Ddx39a
10116.ENSRNOP00000000258,10116.ENSRNOP00000026726,993,Aatf,Wdr3
10116.ENSRNOP00000000258,10116.ENSRNOP00000026021,849,Aatf,Fbl
10116.ENSRNOP00000000258,10116.ENSRNOP00000003359,632,Aatf,Rrp15
10116.ENSRNOP00000000258,10116.ENSRNOP00000059382,728,Aatf,Rps24
10116.ENSRNOP00000000258,10116.ENSRNOP00000024938,738,Aatf,Nop2
10116.ENSRNOP00000000258,10116.ENSRNOP00000016582,564,Aatf,Exosc3
10116.ENSRNOP00000000258,10116.ENSRNOP00000022184,579,Aatf,Rps12
10116.ENSRNOP00000000258,10116.ENSRNOP00000061250,727,Aatf,Rps11
10116.ENSRNOP00000000258,10116.ENSRNOP00000073348,587,Aatf,Exosc8
10116.ENSRNOP00000000258,10116.ENSRNOP00000071645,996,Aatf,Nop14
10116.ENSRNOP00000000258,10116.ENSRNOP00000054664,754,Aatf,Rpp38
10116.ENSRNOP00000000258,10116.ENSRNOP00000013295,891,Aatf,Ftsj3
10116.ENSRNOP00000000258,10116.ENSRNOP00000011401,545,Aatf,Tex10
10116.ENSRNOP00000000258,10116.ENSRNOP00000006395,748,Aatf,Utp25
10116.ENSRNOP00000000258,10116.ENSRNOP00000007824,918,Aatf,Pno1
10116.ENSRNOP00000000258,10116.ENSRNOP00000016733,741,Aatf,Wdr18
10116.ENSRNOP00000000258,10116.ENSRNOP00000032680,492,Aatf,Metap2
10116.ENSRNOP00000000258,10116.ENSRNOP00000013462,616,Aatf,Rpl4
10116.ENSRNOP00000000258,10116.ENSRNOP00000070315,862,Aatf,Wdr74
10116.ENSRNOP00000000258,10116.ENSRNOP00000074005,804,Aatf,Dkc1
10116.ENSRNOP00000000258,10116.ENSRNOP00000061319,848,Aatf,Ddx31
10116.ENSRNOP00000000258,10116.ENSRNOP00000004787,989,Aatf,Utp3
10116.ENSRNOP00000000258,10116.ENSRNOP00000006578,697,Aatf,Pa2g4
10116.ENSRNOP00000000258,10116.ENSRNOP00000014629,458,Aatf,Exosc10
10116.ENSRNOP00000000258,10116.ENSRNOP00000022348,723,Aatf,Rps23
10116.ENSRNOP00000000258,10116.ENSRNOP00000027145,878,Aatf,Rbm34
10116.ENSRNOP00000000258,10116.ENSRNOP00000018936,523,Aatf,Riok1
10116.ENSRNOP00000000258,10116.ENSRNOP00000042092,915,Aatf,Rsl1d1
10116.ENSRNOP00000000258,10116.ENSRNOP00000034834,742,Aatf,Pum3
10116.ENSRNOP00000000258,10116.ENSRNOP00000053566,969,Aatf,Noc4l
10116.ENSRNOP00000000258,10116.ENSRNOP00000016329,776,Aatf,Rps3a
10116.ENSRNOP00000000258,10116.ENSRNOP00000074779,757,Aatf,Rps9
10116.ENSRNOP00000000258,10116.ENSRNOP00000012094,995,Aatf,Nat10
10116.ENSRNOP00000000258,10116.ENSRNOP00000022828,558,Aatf,Ppib
10116.ENSRNOP00000000258,10116.ENSRNOP00000065496,737,Aatf,Ebna1bp2
10116.ENSRNOP00000000258,10116.ENSRNOP00000068858,768,Aatf,Rsl24d1
10116.ENSRNOP00000000258,10116.ENSRNOP00000027974,789,Aatf,Ppan
10116.ENSRNOP00000000258,10116.ENSRNOP00000022676,990,Aatf,Nop58
10116.ENSRNOP00000000258,10116.ENSRNOP00000033462,974,Aatf,Rrp7a
10116.ENSRNOP00000000258,10116.ENSRNOP00000015297,720,Aatf,Mak16
10116.ENSRNOP00000000258,10116.ENSRNOP00000031451,519,Aatf,Cmss1
10116.ENSRNOP00000000352,10116.ENSRNOP00000051866,610,Cd24,Itgax
10116.ENSRNOP00000000352,10116.ENSRNOP00000000733,490,Cd24,Fyn
10116.ENSRNOP00000000352,10116.ENSRNOP00000069851,977,Cd24,Hmgb1
10116.ENSRNOP00000000352,10116.ENSRNOP00000024336,586,Cd24,Zeb1
10116.ENSRNOP00000000352,10116.ENSRNOP00000012939,605,Cd24,Snai1
10116.ENSRNOP00000000352,10116.ENSRNOP00000055293,510,Cd24,Fcgr2b
10116.ENSRNOP00000000352,10116.ENSRNOP00000014785,728,Cd24,Itgb1
10116.ENSRNOP00000000352,10116.ENSRNOP00000034797,828,Cd24,Sele
10116.ENSRNOP00000000352,10116.ENSRNOP00000029068,684,Cd24,Krt8
10116.ENSRNOP00000000352,10116.ENSRNOP00000075715,654,Cd24,Hsp90aa1
10116.ENSRNOP00000000352,10116.ENSRNOP00000040647,586,Cd24,Siglec8
10116.ENSRNOP00000000352,10116.ENSRNOP00000072672,548,Cd24,Actb
10116.ENSRNOP00000000352,10116.ENSRNOP00000026212,621,Cd24,Notch1
10116.ENSRNOP00000000352,10116.ENSRNOP00000013732,545,Cd24,Il6
10116.ENSRNOP00000000352,10116.ENSRNOP00000005909,412,Cd24,Tspan8
10116.ENSRNOP00000000352,10116.ENSRNOP00000016091,440,Cd24,Il7
10116.ENSRNOP00000000352,10116.ENSRNOP00000025928,405,Cd24,Fas
10116.ENSRNOP00000000352,10116.ENSRNOP00000019748,414,Cd24,Dclk1
10116.ENSRNOP00000000352,10116.ENSRNOP00000069024,491,Cd24,Sirpa
10116.ENSRNOP00000000352,10116.ENSRNOP00000007268,414,Cd24,Ngfr
10116.ENSRNOP00000000352,10116.ENSRNOP00000029992,422,Cd24,Cd274
10116.ENSRNOP00000000352,10116.ENSRNOP00000070486,603,Cd24,Met
10116.ENSRNOP00000000352,10116.ENSRNOP00000023628,608,Cd24,Hspa4
10116.ENSRNOP00000000352,10116.ENSRNOP00000028051,450,Cd24,Tgfb1
10116.ENSRNOP00000000352,10116.ENSRNOP00000071423,613,Cd24,Vcam1
10116.ENSRNOP00000000352,10116.ENSRNOP00000012588,406,Cd24,Kras
10116.ENSRNOP00000000352,10116.ENSRNOP00000003733,647,Cd24,Sell
10116.ENSRNOP00000000352,10116.ENSRNOP00000027346,696,Cd24,Cdh1
10116.ENSRNOP00000000352,10116.ENSRNOP00000003077,450,Cd24,Pdgfra
10116.ENSRNOP00000000352,10116.ENSRNOP00000004204,680,Cd24,Fcgr2a
10116.ENSRNOP00000000352,10116.ENSRNOP00000072283,556,Cd24,Sdc1
10116.ENSRNOP00000000352,10116.ENSRNOP00000028143,463,Cd24,Pten
10116.ENSRNOP00000000352,10116.ENSRNOP00000004962,450,Cd24,Batf3
10116.ENSRNOP00000000352,10116.ENSRNOP00000060534,433,Cd24,Pdgfrb
10116.ENSRNOP00000000352,10116.ENSRNOP00000074031,578,Cd24,Tp53
10116.ENSRNOP00000000352,10116.ENSRNOP00000006087,790,Cd24,Egfr
10116.ENSRNOP00000000352,10116.ENSRNOP00000071837,578,Cd24,Src
10116.ENSRNOP00000000352,10116.ENSRNOP00000028066,438,Cd24,Icam1
10116.ENSRNOP00000000352,10116.ENSRNOP00000071840,570,Cd24,Ddit3
10116.ENSRNOP00000000352,10116.ENSRNOP00000063859,769,Cd24,Ptprc
10116.ENSRNOP00000000352,10116.ENSRNOP00000014096,419,Cd24,Casp3
10116.ENSRNOP00000000352,10116.ENSRNOP00000013025,515,Cd24,Tlr2
10116.ENSRNOP00000000352,10116.ENSRNOP00000001054,598,Cd24,Gja1
10116.ENSRNOP00000000352,10116.ENSRNOP00000022255,524,Cd24,Klf4
10116.ENSRNOP00000000352,10116.ENSRNOP00000072366,439,Cd24,Brca1
10116.ENSRNOP00000000352,10116.ENSRNOP00000024430,497,Cd24,Vim
10116.ENSRNOP00000000352,10116.ENSRNOP00000005285,579,Cd24,Krt14
10116.ENSRNOP00000000352,10116.ENSRNOP00000067271,570,Cd24,Itgb3
10116.ENSRNOP00000000352,10116.ENSRNOP00000040878,512,Cd24,Gapdh
10116.ENSRNOP00000000352,10116.ENSRNOP00000038369,562,Cd24,Akt1
10116.ENSRNOP00000000352,10116.ENSRNOP00000002089,707,Cd24,Cd80
10116.ENSRNOP00000000352,10116.ENSRNOP00000014020,555,Cd24,Tlr4
10116.ENSRNOP00000000352,10116.ENSRNOP00000042230,439,Cd24,Hif1a
10116.ENSRNOP00000000352,10116.ENSRNOP00000067234,579,Cd24,Krt18
10116.ENSRNOP00000000352,10116.ENSRNOP00000006188,536,Cd24,Myc
10116.ENSRNOP00000000352,10116.ENSRNOP00000025314,558,Cd24,Nes
10116.ENSRNOP00000000352,10116.ENSRNOP00000023965,410,Cd24,Mmp9
10116.ENSRNOP00000000352,10116.ENSRNOP00000026760,567,Cd24,Stat3
10116.ENSRNOP00000000352,10116.ENSRNOP00000021135,911,Cd24,Epcam
10116.ENSRNOP00000000352,10116.ENSRNOP00000004121,731,Cd24,Cd38
10116.ENSRNOP00000000352,10116.ENSRNOP00000068338,989,Cd24,Selp
10116.ENSRNOP00000000352,10116.ENSRNOP00000009000,891,Cd24,Cd44
10116.ENSRNOP00000000352,10116.ENSRNOP00000023388,555,Cd24,Fgf2
10116.ENSRNOP00000000467,10116.ENSRNOP00000064076,454,Nus1,Fpgs
10116.ENSRNOP00000000467,10116.ENSRNOP00000069749,671,Nus1,Srd5a3
10116.ENSRNOP00000000467,10116.ENSRNOP00000012691,684,Nus1,Ubiad1
10116.ENSRNOP00000000467,10116.ENSRNOP00000013134,577,Nus1,Dpagt1
10116.ENSRNOP00000000467,10116.ENSRNOP00000020940,671,Nus1,Aldh18a1
10116.ENSRNOP00000000467,10116.ENSRNOP00000022055,472,Nus1,Hmgcr
10116.ENSRNOP00000000467,10116.ENSRNOP00000031191,545,Nus1,Fdps
10116.ENSRNOP00000000467,10116.ENSRNOP00000006443,850,Nus1,Rtn4
10116.ENSRNOP00000000467,10116.ENSRNOP00000072183,408,Nus1,Gmps
10116.ENSRNOP00000000467,10116.ENSRNOP00000012558,462,Nus1,Slc35f6
10116.ENSRNOP00000000467,10116.ENSRNOP00000013899,475,Nus1,Ctps1
10116.ENSRNOP00000000467,10116.ENSRNOP00000020900,522,Nus1,Plpp5
10116.ENSRNOP00000000467,10116.ENSRNOP00000019594,936,Nus1,Fnta
10116.ENSRNOP00000000467,10116.ENSRNOP00000010588,925,Nus1,Fntb
10116.ENSRNOP00000000478,10116.ENSRNOP00000026846,761,Nelfe,Ell
10116.ENSRNOP00000000478,10116.ENSRNOP00000001366,729,Nelfe,Nufip1
10116.ENSRNOP00000000478,10116.ENSRNOP00000028481,409,Nelfe,Fau
10116.ENSRNOP00000000478,10116.ENSRNOP00000058589,736,Nelfe,Ice1
10116.ENSRNOP00000000478,10116.ENSRNOP00000026525,720,Nelfe,Eaf1
10116.ENSRNOP00000000478,10116.ENSRNOP00000047775,505,Nelfe,Snrpe
10116.ENSRNOP00000000478,10116.ENSRNOP00000052049,400,Nelfe,Eftud2
10116.ENSRNOP00000000478,10116.ENSRNOP00000022428,535,Nelfe,E2f1
10116.ENSRNOP00000000478,10116.ENSRNOP00000074735,575,Nelfe,Rrn3
10116.ENSRNOP00000000478,10116.ENSRNOP00000053998,761,Nelfe,Ccnk
10116.ENSRNOP00000000478,10116.ENSRNOP00000065357,480,Nelfe,Larp7
10116.ENSRNOP00000000478,10116.ENSRNOP00000059211,724,Nelfe,Setd5
10116.ENSRNOP00000000478,10116.ENSRNOP00000064830,710,Nelfe,Gtf2f1
10116.ENSRNOP00000000478,10116.ENSRNOP00000071456,725,Nelfe,Eloc
10116.ENSRNOP00000000478,10116.ENSRNOP00000012022,828,Nelfe,Ssrp1
10116.ENSRNOP00000000478,10116.ENSRNOP00000037778,918,Nelfe,Cdk9
10116.ENSRNOP00000000478,10116.ENSRNOP00000004495,792,Nelfe,Cdc73
10116.ENSRNOP00000000478,10116.ENSRNOP00000064141,756,Nelfe,Mllt1
