Gene,Degree,Betweenness,Closeness,Eigenvector
Tuba4a,66,0.0015304880317419773,0.38920057845089884,0.0034210813697828696
Rad54l,66,0.000355552361536181,0.370193710547841,0.001658529168067894
Cdc37,66,0.000734348448181793,0.4004614559906471,0.00487546627872309
Esco2,66,0.00044856349041418324,0.35845970039518427,0.0021454604038970157
Nup85,66,0.00030736060262987424,0.3719259003699231,0.0027840940888495744
Tra2b,66,0.000981014451954034,0.3517518946474934,0.004774918752831407
Ppp1ca,66,0.0040201144505314056,0.3995986404434107,0.005377288656636364
Lsm4,66,0.00048713206150645925,0.3613933144670077,0.006293838842418478
Nol9,66,0.0014123561520365164,0.34870966843407186,0.024282671089668886
Apaf1,66,0.002547070547663454,0.3965795773010727,0.002929287317823362
Rad17,66,0.0001325265869809336,0.36228750289972983,0.0016283707724224989
Pold3,66,0.00019942881149759186,0.35703359019083997,0.0019483335794220342
Kdm1a,66,0.0007644783777631004,0.39034737403774733,0.002773363480043599
Cenpk,66,0.0006226872657092883,0.36755261392086475,0.0016209014417542776
Kif22,65,0.0005158227262540314,0.3466241882341173,0.000981867185327766
Cenpu,65,0.00030446244503184593,0.3537647170354813,0.0011593938635914769
Arg1,65,0.001119457340954919,0.3816194423548731,0.00262667798455871
Epcam,65,0.0012484031244782267,0.3785041816009558,0.001701890994833438
Rad51ap1,65,0.00010747610773489524,0.36013019220285114,0.0017824927943861971
Usp14,65,0.0004993533818538459,0.3710825309813292,0.0045712228914560026
Hmgb1,65,0.0002932103333642278,0.3843080169591138,0.0022678370944064848
Bccip,65,0.0013162237244018667,0.36257079822325367,0.019758063741552277
Srsf3,65,0.0002900401558509005,0.3471432162174975,0.003458707207182121
Pak2,65,0.0005228002098400102,0.3678442066332177,0.0008936632811449943
Denr,65,0.000500386062843553,0.36456633924348386,0.022568067115880813
Eif3j,65,0.00023005307828145304,0.3643276237253831,0.024346265866025014
Gpatch4,65,0.00014891101630914858,0.3461928490252644,0.025338785103171977
Fcgr2b,64,0.0010317860262045537,0.36191046373969366,0.0011520400902414543
Msn,64,0.000830175476217826,0.38214364488558034,0.0016479265451737459
Tyrobp,64,0.0013707345129904361,0.3600369787455707,0.0007277484166776647
Ipo5,64,0.002401132145460238,0.3645185711172727,0.011558136247387284
Hmgcr,64,0.0038345192422515203,0.3922737922683341,0.0025571379576314556
Fas,64,0.00023262435913826705,0.3777845919020947,0.0016777546195540145
Prnp,64,0.001626690928678329,0.3926613598824312,0.0035829865151151804
Arpc1b,64,0.001610648146568317,0.37508503906795543,0.001415656059854632
Polr2g,64,0.0016997907586042155,0.36842878224963915,0.0033718101280389035
Nes,63,0.0010706529037330095,0.3845736431804016,0.0018770788661929833
Chtf18,63,0.0006938428287954768,0.34862227252719613,0.0023409856889541974
Cck,63,0.0011722031253160441,0.3901284160380066,0.0021551708240532563
Msh2,63,0.0002933304579138726,0.3799516163298314,0.002177369488070775
Ngfr,63,0.0017289752580711458,0.38903730034499023,0.0020161536124249954
Myh9,63,0.0010404148024053359,0.37523681342959603,0.001642275390792726
Sf3a2,63,0.00017334678197988287,0.3484476120700182,0.005202435874586604
Cd24,63,0.0002444631470913229,0.38135788002289583,0.00196358877599474
Nup54,63,0.00032809663768090103,0.36552433776994153,0.0023184555040008307
Pola2,63,0.0006851308165208293,0.3568961814967319,0.0017001940950380605
Diaph3,63,0.0006270165786447817,0.3637559799643077,0.0006604991550633772
Il33,62,0.0010357734582454477,0.3634233487612051,0.001190425136497292
Tuba1a,62,0.0016040571425595372,0.3845736431804016,0.0031338480986742396
Cenpn,62,0.0001297678943203548,0.3604101223950026,0.001185715842544649
Mybl2,62,0.0007548112932525026,0.3837249289333828,0.0051566249630105475
Nbn,62,0.00020724010794243852,0.3751356168779699,0.0022206932475937057
Flnc,61,0.0006666342274249541,0.361769276302604,0.000852765011935259
Eml4,61,0.0013185205104581288,0.39216319914956654,0.0021567402178078827
Epha2,61,0.0005268090857397431,0.37237394388529316,0.001002491122527165
Flt1,61,0.0006419287462249734,0.37701663298103066,0.0017090526205994347
Rpl41,61,4.431636772799426e-06,0.33595045704226845,0.027909316931826314
Nup50,61,0.00015563623954580278,0.3618163265401255,0.0021071691806750117
Snrpb2,61,0.00013995622527675938,0.3477941911197681,0.004352623171041068
Nup210,61,0.0007699906664476771,0.3656204146099389,0.002122137183989543
Itgb4,61,0.000668609760110866,0.36413687627840646,0.0013120173525214235
Ptbp1,61,0.0008318242282643282,0.37217468023639133,0.0028484082653317346
Ccl4,61,0.00016887897192456407,0.36571654197016235,0.0015037133291570836
Cdk9,61,0.0020859634978954186,0.3887111547809173,0.0027127176761187585
Ddit3,61,0.0007188977297367851,0.3866581980218242,0.0027738848931341572
Kcnd1,61,0.0012127657066131367,0.3414760936255094,0.02848779363417469
Rbm22,61,0.0006252366306173283,0.34801172564010824,0.0046713503980160085
Pold2,60,0.0006223526000217495,0.3636133492049438,0.002381420485785007
H3f3b,60,0.0009792270623623452,0.3864970456747743,0.00352502016973045
Pdgfb,60,0.0005765400847080797,0.37287303776531633,0.0014710479455741759
Rhoc,60,0.000760798433480236,0.3689662778205604,0.0009705070513419759
Rars1,60,0.001178319863396545,0.3676983524672251,0.017239037011218147
Tbk1,60,0.0016265709867014102,0.390950777791881,0.0029220237028858976
Gpx8,60,0.0007438282721978188,0.3827219335213957,0.0020262345340021546
Ywhag,60,0.000994634443956548,0.39578969053450347,0.0033294014603117744
Anln,60,0.00040395659533205624,0.35873703865467765,0.0010643352515164912
Itga5,60,0.0003205306455315193,0.3603634371459877,0.001201779610914512
Zeb1,60,0.0003507633380584445,0.39155604993202325,0.002028049695580772
Cct6a,60,0.0003781803641980445,0.37589592416795364,0.008334780235764555
Srsf2,59,0.0009679648517543088,0.37763074993444073,0.0031403631254703045
Ccnd2,59,0.0008601604895436307,0.38531935384584837,0.0021445567037965325
Pelp1,59,0.00029571958325964014,0.36648738437189105,0.020910838792880863
Hnrnpa3,59,0.0004086096877571896,0.35772222383528673,0.007264841187669169
Magoh,59,0.00021764515182799588,0.34160188295272903,0.0038771919489090953
Actr3,59,0.0006692619416617233,0.36755261392086475,0.001351385899510422
Tubb3,59,0.0017613695483545265,0.39078602820157676,0.0025112092469596354
Zwilch,59,0.0009956621191622719,0.34443552491853724,0.0008675067443063765
Arf6,59,0.0023453513168823817,0.38104447812176756,0.0013501712294560829
Shmt2,59,0.00152696943684399,0.38547952539379593,0.005016569293883715
Gata4,59,0.0016794238085483713,0.38314360759771726,0.0016723473170030237
Got2,58,0.0013409390103765828,0.37589592416795364,0.002350669966110799
Kcns3,58,7.363828738045305e-05,0.3398907434046457,0.0284832283659866
Xrcc3,58,0.00018034656314413374,0.3747313759115066,0.00229515653177837
Vasp,58,0.0008194613689439598,0.3628072163232949,0.0010654561760705319
Hbegf,58,0.0006250606859855607,0.379071499491351,0.0015191565025237481
Impdh2,57,0.00021402472805032814,0.37292302074625,0.01694832127965212
Ranbp1,57,0.00025481882370245886,0.36389872266409745,0.0045319845319446925
Diaph1,57,0.0007704442589979016,0.3622403300477897,0.0007025426592748933
Hjurp,57,0.00032305614587494066,0.3454191376666284,0.0011045405504886954
Prpf3,57,0.0004886645826499984,0.35144084572600115,0.006746013017648237
Khdrbs1,57,0.0013507892409624846,0.38436111284429747,0.003238406961410549
Yap1,57,0.0017540086766217391,0.3962971132146759,0.002499210831977308
Orc2,56,0.0015974742746127542,0.36504470998123933,0.002938889095515492
Itga4,56,0.0002664942764200507,0.3600369787455707,0.0010222385794736086
Ltbr,56,0.00027617311694494754,0.35268835379906505,0.002329247138253998
Spag5,56,0.00028766426281835164,0.3467537996718216,0.0010443249679142482
Tagln,56,0.000844620142784357,0.37048951055626916,0.0014983372039294842
G6pd,56,0.0019326725508286983,0.38985506372856293,0.0031887362125268244
Pclaf,56,0.00021559549608422444,0.35906114284551177,0.0018019499590756689
Mapk6,56,0.0015836716572873186,0.3679901765564848,0.00272554395448698
Ifrd1,56,0.0011975347225677989,0.36828246422650585,0.02550142565716307
Cdca7,56,0.00016627175243680655,0.3432456181082079,0.0010971765065857315
Csnk1e,56,0.001754127293580285,0.3805753399134097,0.015823384731342663
Abl1,55,0.001323605839810732,0.3815147743783633,0.0014003178645485878
Kng1,55,0.0033768701847263285,0.38052328474449804,0.002099807198222415
Flnb,55,0.000742978469592571,0.3777332973207094,0.001628361744372186
Nup58,55,0.00010627451780853354,0.360971290355135,0.0020057594263915434
Adsl,55,0.0008995207136555188,0.3628072163232949,0.0035721526179469227
G3bp1,55,0.000783891547902719,0.38985506372856293,0.00744249871210485
Bud31,55,0.0002475642967111929,0.34941041632341435,0.005661801822972784
Plrg1,55,0.00015328980755439613,0.34958604357464507,0.0040142436172227024
Tiam1,55,0.00046370238644602234,0.36980004449913934,0.0012406943032055471
Srsf6,54,0.00016246947835988102,0.334456087372809,0.0021082206351104257
Csnk1a1,54,0.0007017539473498316,0.374076339218371,0.006425527347329518
Itga3,54,0.00032406857568284504,0.3550741205829005,0.0008686022836175672
Mdn1,54,0.00017858385557590305,0.3560739453176789,0.021479501109824124
Rnps1,54,0.0003323285165094132,0.35634760276252403,0.0034992528757276414
Gins4,54,0.0002122480440577483,0.3532705694942254,0.0013795202561461683
Lsm2,54,0.0003490824651846888,0.34941041632341435,0.004772023933701575
Arhgap11a,54,0.0012120552824715716,0.352241799793242,0.0008462098555041068
Fkbp1a,54,0.0013472886163815323,0.3855863804250901,0.0147485755181004
Mapre1,54,0.0015712873287908537,0.3574464518523738,0.0007845204266819605
Nup35,54,0.00034527014201898273,0.3595251660334744,0.0018823537953988657
Sf3b5,54,0.0007901968943646782,0.34753350840312613,0.004762348166929106
Map3k14,54,0.0005950301642514682,0.36059698441568694,0.003098526850703777
Csnk2a2,54,0.0023164452044436516,0.37881341704344024,0.005024088971143837
Polr2h,54,0.0006788316899949506,0.3468835080756889,0.008547407928520706
Actr1a,54,0.001193765288943517,0.3698492069618486,0.0014897141367199778
Lcn2,54,0.0017325460537504101,0.37594672091446285,0.001519087226829646
Zwint,54,0.0003397004647068659,0.3533603117956338,0.001266460137755186
Rpn1,54,0.0012139724965976502,0.3580905824130551,0.012648557386097275
Dbf4,54,0.00011789542523266207,0.34936653707987253,0.0013136543592639999
Fus,54,0.0007554145890282649,0.38346047343446243,0.002839592386842486
Gtf2f1,54,0.001404922548511011,0.3671160906264219,0.0023936788001258052
Gnb1,53,0.0015208239978591262,0.3665356699297794,0.003916121588423819
Eif4g2,53,0.00012595707951686195,0.3557552090494917,0.014320350966041314
Rad9a,53,0.00019562110332020774,0.3610649882890364,0.0015249635233267657
Mdc1,53,0.00022126137276443314,0.3620988851707699,0.001224489067563346
Cenpm,53,0.0008242819554282514,0.35869078581318015,0.0010770188208963315
Prpf38a,53,0.0006345738727878097,0.3468835080756889,0.00367380824407514
Ppih,53,0.0006025897764367279,0.3677469576691375,0.006687180987932488
Farsa,53,0.000957635485537184,0.3647097187686189,0.01584530004027332
Tgfb3,53,0.0007808170383683792,0.3647097187686189,0.0012608720221126283
Ifrd2,53,3.1884656255985158e-06,0.348534920416816,0.02628049351760939
Sec61g,53,0.00032982305442885306,0.34371209967470046,0.021536081348091814
Plat,52,0.000400772983261871,0.3707857836554745,0.0013812366454680738
Wdr5,52,0.0005477278509879791,0.37650639257910745,0.0019769166046013104
Akt3,52,0.0004455128869532389,0.3917766138243945,0.002177411496147352
Il6r,52,0.00017274511264256073,0.3570794166046753,0.0010810646811079993
Hprt1,52,0.0011052527972885595,0.39567710635286946,0.005928472553036815
Chaf1a,52,0.00010977596953164694,0.34727321617363943,0.0011881421949242112
Rbbp5,52,0.0019212874775901571,0.38282726500165476,0.0036188962265583245
Atf4,52,0.000725342236044118,0.3803672046441106,0.0021105013284730446
Il4r,52,0.00010792303331954519,0.3450763749400924,0.0007608091057151623
Sf3b4,52,0.00017218552841434217,0.34341510119331253,0.004387906332431499
Wee1,52,0.00024735908280580063,0.3739757675449691,0.001653417244951965
Iqgap3,52,0.000824950376944056,0.36764976011193673,0.0011003466368072002
Cd38,51,0.0006414666742168058,0.36610155741111006,0.0010589573720603657
H2ac20,51,0.0004847792252393554,0.3668740254209449,0.0029303509453578445
Pom121,51,0.0008482702668280647,0.35694197264139405,0.0018032019742897022
Nup188,51,7.086768980859787e-05,0.3573087252462144,0.0019080561682177583
Nudc,51,0.00029426454600463883,0.3569877755379219,0.0019830421995740816
Tars1,51,0.00013660709557233278,0.35822891253760303,0.013660962724629156
Trmt1,51,0.00030913692614376867,0.3338540423337364,0.020332483976741058
Tnfrsf13c,51,0.00014955162875442143,0.3518853699427049,0.0022209858910574964
Isg20l2,51,0.00047935516031352043,0.3450763749400924,0.02011872556909191
Mcam,51,0.00029211832165205727,0.35580070786123863,0.0005247591568039588
Ndc1,51,7.150827031159005e-05,0.357262839959808,0.0018785589551677487
Adrm1,51,0.0001303439792521046,0.351618520572172,0.004392819131455263
Adam17,51,0.002166280829182197,0.37696554671639904,0.001968188470012316
Tpm4,51,0.0010783897893630282,0.3722742853963636,0.0011905300310457792
Cwc22,50,0.00025815190153849964,0.3458055605676849,0.004369669261257643
Rhog,50,0.0007121030331039822,0.37048951055626916,0.0008932273405041208
Rmi2,50,0.00016491237291854952,0.37207512836258194,0.0019429359912013714
Usp1,50,0.00030197714469893826,0.3518853699427049,0.0013633568029589942
Tuba1c,50,0.0006834653735770798,0.3802112525306854,0.002799343854094731
Ptges3,50,0.0006222236957962579,0.3790198548728917,0.004176408639403876
Gnb2,50,0.0010895611208202643,0.36619793797117617,0.004411118447272715
Helz2,50,0.0008004439121255389,0.3515296606983858,0.01203697171429493
Snrnp40,50,6.926581407228758e-05,0.34567665690445143,0.004407617004612371
Gnb3,50,0.0016281787255761025,0.3651884661022611,0.003819796063897021
Rnf2,50,0.0014373200344975263,0.36228750289972983,0.0017960301209654045
Umps,50,0.001264657344468489,0.3694072148143706,0.006671145506752571
H2ac1,50,0.00029574923549503264,0.3666806029744333,0.002929850735056249
Ccl20,50,0.00013211922367093655,0.36242909520154054,0.001306030237935163
Gtf2h1,50,0.0010692155705666843,0.3776820166667153,0.0033461652378407305
Lmna,49,0.0010138622108673073,0.4010965592224661,0.002308475262859261
Flot1,49,0.0009481732958403285,0.36576462460781295,0.0012408859937972521
Tubb2b,49,0.0008365576456473856,0.3780926521836131,0.002678820622929375
Itgb6,49,0.0002973510632783038,0.35268835379906505,0.0007507557890064595
Fanca,49,0.0002915957362993318,0.37834975313029034,0.0028508712067030497
Gcg,49,0.0007040482473897728,0.372823068181054,0.001548133443464028
Lsm3,49,0.00012224854405590288,0.34328797319435156,0.004459433035791057
Srf,49,0.0018634398959033634,0.3831963821993148,0.0015940925823525103
Atic,49,0.0022038077241309786,0.36745551905521395,0.006562529364005742
Ercc1,49,0.00011082565142798458,0.3741769649989274,0.0018735658086458237
Ppp2r2a,49,0.0015870986475917564,0.3746304517596317,0.001978887028050581
Nme6,49,0.00097712380930315,0.3617222383002243,0.013749606757669477
Hspa12b,48,0.0002656070508772829,0.36013019220285114,0.003784433077913442
Hspa14,48,0.00020814317865479939,0.3600369787455707,0.004903852039478109
Prpf31,48,0.0005720637620178613,0.34984981574032004,0.004482188184011627
Gemin5,48,0.00038878519548197354,0.34185373983374606,0.0019010406536499602
Rbbp8,48,8.61554851443455e-05,0.3672614831375611,0.0018002788305290763
Smn1,48,0.00039005847552712146,0.36490106699462554,0.002604430314761428
Gas2l3,48,4.709231549973756e-05,0.33627532149970085,0.0007233232796597991
Zc3h15,48,0.0012818795549097018,0.34775071684587816,0.02004166431679582
Smarca5,48,0.0005450312918082514,0.36242909520154054,0.0031580587242264345
Tnfrsf12a,48,0.0002284918611146737,0.3465810059507942,0.002104677314625777
Tubb6,48,0.0009563986745700221,0.37834975313029034,0.0025341991173031156
Tnpo1,47,0.00029571982585911504,0.35095316447168223,0.003390365599003239
Limd1,47,0.00024803503104537766,0.36031676399003043,0.00283251510639702
Sos2,47,0.00034579932262437463,0.3693581697778844,0.0011002502225437496
Srsf7,47,0.0001160612928639486,0.3408485340317355,0.0022788091016735365
Ppp4c,47,0.0016017620537643626,0.3827219335213957,0.0027773414810395333
Arpc2,47,0.0005733385552330501,0.3518853699427049,0.0006308216737257248
Hnrnpab,47,0.00027161473536143623,0.3549382157140884,0.005104674135934277
Fbn1,47,0.0009209359303850674,0.34155994288115715,0.0004124885210084165
Arpc3,47,0.0005208135312916995,0.3598041560743695,0.0009808155898591204
Pdia4,47,0.0008531623253269771,0.38094012525907506,0.003616540099990154
Malsu1,47,0.0002526990352300011,0.3483167315346219,0.01688625629748754
Upf1,47,0.0006487133574350663,0.35910749125687685,0.0062911087307226405
Lcp1,46,0.0004950294950036948,0.3627599080410777,0.0009003326862711612
Bin1,46,0.0018312197573231077,0.35309122157215705,0.00049226590405936
Txnrd1,46,0.0019390946136852993,0.3713797536733447,0.0016542077171339236
Lif,46,0.00042084138227617304,0.36823371737485444,0.001192765100025977
Eri1,46,0.0005107937223612859,0.34473429179269205,0.01612111697556377
Rpp30,46,0.0005090253878778929,0.34796819696898373,0.015295722211536541
Prmt3,46,0.00015535419627794227,0.34822953245300103,0.014739264485132852
Kif2a,46,0.0010728236576621353,0.3420218508442372,0.0006037478666179093
Ppial4g,46,0.00042670488381407523,0.37737462490057316,0.009713243343029037
Dnajb11,46,0.0007385836481057633,0.3587833034262348,0.003937345609944549
Wasf2,46,0.00011620748202577777,0.3564845892833195,0.0008290578107637424
Ppig,46,0.0019988367383066805,0.374076339218371,0.005132941436850957
Nfkbie,46,0.0009180472026576286,0.34870966843407186,0.0025640119451921656
Nqo1,46,0.0009265533718058209,0.3760991935605009,0.0016987986150722805
Col4a1,46,0.0006991552545594641,0.3668740254209449,0.0017317438605797834
Tkt,46,0.0009187510621925277,0.3733734713148605,0.004475610422708332
Srsf4,45,0.00011033090889154456,0.3429494248973157,0.003571616246537158
Ajuba,45,0.00021122365107723566,0.3580905824130551,0.002659971289625197
Spi1,45,0.0007147489206373142,0.36191046373969366,0.0007110512841731458
Ascc3,45,0.000447927477513469,0.3406815741816097,0.004118922242447473
Actl6a,45,0.000876322374343778,0.37058821563434463,0.001163840936716763
Tubb2a,45,0.0005401721535282395,0.37468090703933,0.002651326713519166
Camk2a,45,0.0008826664540732095,0.3575842846744248,0.0006483156140526995
Srp72,45,3.5817728121081595e-05,0.3310729185727746,0.02075267824660837
Kpna4,45,0.0003872658996524162,0.380887970258355,0.0025231317550465033
Ppie,45,0.0003808243456234545,0.34941041632341435,0.0038810054408182047
Dync1i2,45,0.0005177937651488182,0.35906114284551177,0.0011233852834290892
Il1r1,44,0.00011396206717990917,0.35740053118795284,0.0010283701226995504
Suv39h1,44,0.00029358009107866744,0.3617222383002243,0.0012239816751595948
Krt8,44,0.0022713911604734533,0.3734235885593322,0.0015077614333967278
Hsf1,44,0.0002922241863366275,0.3816717978827034,0.003706052989198709
Cdc25b,44,0.00020142547135341632,0.3600835794417584,0.0011743753726212612
Pf4,44,0.00019664435862579093,0.3363973077106439,0.0005071829885825617
Ereg,44,0.00017921195494502668,0.37262332370305723,0.0011801135407761337
Cstf3,44,0.0026379552799698685,0.3761500452632538,0.003563353961006192
Spred3,44,0.0024091717321924892,0.34697003426877343,0.0024286808826459597
Rps19bp1,44,1.49897478258794e-05,0.3405981555787249,0.019721002822413822
Psmg2,44,0.0006284043125129549,0.34749009927142455,0.0029263095033194688
Orc6,44,4.9894670533652834e-05,0.35389972456011004,0.0016205743807878687
Itgal,44,9.316531327733367e-05,0.3534950107709054,0.000763041579250919
Plk2,43,0.0004953608162179358,0.3623818854718021,0.0010910562612465034
Irf8,43,0.0003409448659607086,0.35380970809703993,0.0009025391700757781
Tubb4b,43,0.00040355984668682786,0.3697508951046019,0.003019184937492934
F3,43,0.00023181186348361803,0.35371973741475204,0.0008130044088289296
Ube2l6,43,0.0005553981249391667,0.3533603117956338,0.0016513770512668817
Ptpn1,43,0.0004071017124722657,0.3708846466827123,0.0012978665539146957
Gspt2,43,0.0005188050184806662,0.3517963751602207,0.014597647304852577
Rbfox3,43,0.00038067163570770714,0.38531935384584837,0.0024810867267595206
Hk2,43,0.0009588711393734062,0.37372457479406573,0.0016218285474875814
Cdk14,43,0.0014940914436314936,0.34366963987239346,0.0008816206879778929
Mad2l2,43,0.0002079507372114244,0.3538547106037936,0.0014057678809079154
Pafah1b1,43,0.0012420887362565235,0.3484476120700182,0.0005021620914658339
Zyx,43,0.0005286306294222175,0.35985069651623663,0.0006804844352367216
Tjp2,43,0.0007701039323599207,0.3616752125282144,0.0007858252641206862
Clu,43,0.0013721293450873983,0.37014445646181815,0.0011563412752185844
Cldn1,43,0.0007668487016776603,0.36818498342602235,0.0014580315098728018
Prdx1,42,0.00031016927972529415,0.37392550198481517,0.0022733633895794924
Ska3,42,0.0007477794604194064,0.3359910307689644,0.0006079087813384438
Ywhah,42,0.00042797160119283274,0.3884940280361716,0.002694056655515181
Trim28,42,0.0014462684609509765,0.37312308674450445,0.0015995061001725932
Hck,42,0.0001619133568488889,0.369554428104015,0.0011127919769922388
Kpna1,42,0.0008210201615088077,0.3787618427184513,0.0026192281208503518
Polr3e,42,0.00028546229187772354,0.33115173607511306,0.013683725741158377
Mmp12,42,0.0001784431313247072,0.3468835080756889,0.0007622828214843377
Uchl3,42,9.56197758260226e-05,0.339062246772337,0.0029989060424656854
Wdr1,42,0.00044652155995118044,0.35906114284551177,0.0012027182345162373
Tgfb2,42,0.0003380527111534517,0.3676011805981798,0.0012973931272413737
Dynll1,42,0.000852053378474721,0.3647097187686189,0.0012141989665637963
Hyou1,42,0.0006537379180518882,0.3730230269196869,0.00326235808245705
Eif2a,42,5.072388379301274e-05,0.35570972187278166,0.016658176645712935
Cpsf2,41,0.0001770467011045758,0.3392276228224637,0.001567255649191568
Pkmyt1,41,0.00018993226462493776,0.35166296735773295,0.0013229448531232868
Mrm3,41,0.0002464569906667063,0.34349990551512843,0.011455216515012917
Ripk3,41,0.0004909421108537445,0.37696554671639904,0.0018622941410810644
Wnt3a,41,0.002507587947916513,0.3806274093264503,0.001702342988917433
Flt4,41,0.0004301847227946006,0.3660533861535559,0.0011407633963408314
Eps15,41,0.0006163393681161225,0.36926011876387377,0.0011673507149038472
Krt18,41,0.0009489613928701056,0.3942193190827583,0.0025877252235630807
U2af1,41,0.0007628804165758288,0.36576462460781295,0.0014498939192145132
Sp1,41,0.0009059277967922732,0.3776820166667153,0.001442692899085523
Plk3,41,0.00035550606552962384,0.36027010292243267,0.001054443152542876
Lcp2,41,0.0005688367846303051,0.35721696645698836,0.0005475621335393383
Ppil1,41,0.00012692619553112514,0.34193777467637965,0.0026521222812628284
Gnb4,41,0.001215722183390993,0.3604101223950026,0.003628183638813434
Mllt1,41,0.0013187833392307665,0.3617222383002243,0.0008284932339949591
Kpna3,41,0.000188750996364164,0.36195755071129654,0.002322528893728673
Ripk1,41,0.00013479609329142804,0.3757943718447961,0.0017822741037774046
Cwc27,41,0.0008004412256425008,0.34278040103092966,0.0038208927302578475
Rap1b,41,0.00039657385842275714,0.3521972065789372,0.0006905119160904721
Cebpg,41,0.0004742695416198531,0.37793855926735836,0.0016170145149672322
Uba1,40,0.0003800872547250323,0.3705388565219799,0.0035717959568335117
Cmss1,40,1.6089138750090462e-05,0.3337338933261786,0.016234916927585465
Tspan8,40,0.0005684876836285093,0.36078404030177996,0.0010605339631294724
Serpinb6a,40,0.00025242831926230097,0.35095316447168223,0.000779289946144562
Acaca,40,0.0019088353878189367,0.37468090703933,0.0018541265278960246
Arhgdia,40,0.0005928936805253887,0.36629436929124753,0.0011265097934522485
Il1rn,40,6.585116753573792e-05,0.34055646159469033,0.0006314168432317903
Sars1,40,0.00047917157055973116,0.3555278894270959,0.00479699992361683
Cd2ap,40,0.0006822814010753294,0.36789285040558384,0.0009393207413801653
Pfdn5,40,0.0006820558847108423,0.37157816679137506,0.010650688787489654
Dnajc9,40,0.0008996729170847154,0.3635183241561512,0.0036569374325494865
Srsf10,40,0.00020726685243774106,0.3408485340317355,0.002576613137882922
Iars1,40,0.00023814714584127476,0.36271261209478817,0.008006781785698143
Naf1,40,0.000800112759927319,0.33578826008051,0.014265018462477266
Tcerg1,40,8.205395874431272e-05,0.3388970318878091,0.0028886856773210324
Ppa1,40,0.000735653928502069,0.3635183241561512,0.010353725839947835
Axl,39,0.00017346528148655117,0.3684775807638444,0.0013466606513004718
Wdr77,39,0.0004929078159131132,0.3726732397544575,0.0023640050843149922
Plk5,39,0.0006375882511377863,0.35634760276252403,0.0009274711847680416
Donson,39,0.0009396027142651653,0.3449907905217045,0.00200761103932837
Txnl1,39,0.0009827286013751979,0.3611118554993542,0.001888092878555738
Ptma,39,0.0005389327915523475,0.36490106699462554,0.014139288516738327
Slc1a5,39,0.0013606523099990787,0.3757436162570266,0.0014961378369026375
Rnf8,39,0.0005160324468172272,0.372523531704208,0.002684055564279004
Rbm3,39,0.00043762792145527846,0.3581366805827787,0.003860240120491125
Lrr1,39,0.0012161479256945162,0.34862227252719613,0.0006252930103694999
Sdc4,39,0.001233742234195404,0.3498938164717677,0.0004998842865512569
Actr3b,39,0.0003251519425520068,0.3667289394630932,0.0011353566801883448
Prdx6,39,0.0005994585286218047,0.3637559799643077,0.002843767474167867
Asns,39,0.0009617074759934734,0.3509974431954359,0.0023828630343651442
Myo9b,39,0.0006201446238747669,0.3484039742976863,0.00036679407975685996
Aimp1,39,0.0001570709032721594,0.3533154349462821,0.008318271713536343
Fxr1,39,0.0009510353926666931,0.3569877755379219,0.0033542523228854973
Git1,39,0.0002081531694633868,0.3443928862053757,0.00036098063066915563
Cdk17,39,0.0005684171095134926,0.3407650336559315,0.0008375258782075192
Col6a2,39,0.0002812427289643846,0.3359910307689644,0.0004828492456512049
Prickle1,39,0.00045473517696070434,0.34836034745392247,0.0023790101948689578
Gnai3,39,0.000928505531021064,0.3428648921329831,0.0004975774361438645
Mapk7,39,0.0005703170148157569,0.369554428104015,0.001178543432577418
Pak6,39,0.00026891516096515846,0.35961811462862264,0.0005994790510997042
Nrg1,38,0.00023573783432772106,0.3785041816009558,0.001637702196691218
Tpm1,38,0.0004927734121036253,0.35295683008970125,0.0006867884003747957
Hnrnpl,38,0.00019670533818225212,0.35721696645698836,0.0018384069990485241
Gstp1,38,0.001581783850337917,0.3707363719039212,0.0014300430342829818
Lbr,38,0.0010976191256347244,0.354079894968439,0.0005789547033706358
Casp12,38,0.00014574637138397455,0.3742776449303142,0.0019301061232903564
Sf1,38,7.537474971786244e-05,0.33643798945060166,0.00218250636618828
Plek2,38,0.0012400885646593222,0.3690641728266152,0.0009222795773900813
Irf9,38,0.00027051334971300135,0.35117466987718066,0.001102922549167399
Ccnk,38,0.0012234524884394392,0.34679702502705373,0.0007281715043713662
Mcmbp,37,9.966542290745615e-05,0.3305222448339106,0.0009206664154607995
Rad54b,37,0.00011886418522750447,0.345290521877501,0.0012608276415853915
Tbpl1,37,0.0011369490678109857,0.3537647170354813,0.0034281862357990554
E2f4,37,0.0002706435863133814,0.3583211920101784,0.0009764930591202312
Cd276,37,0.00015022515808662875,0.3467537996718216,0.0007022742067745217
Mrps22,37,3.72414658578447e-05,0.3407650336559315,0.013453473865418172
Cdc73,37,0.0006295020384755654,0.3556187824066247,0.0019045819142417516
Fignl1,37,0.000258520571580969,0.34051477781726136,0.0006100382731148686
Tpm2,37,0.0004575554565508272,0.3503785560159981,0.0005033785213808687
Col6a1,37,0.0002140514184741592,0.33277580559414177,0.0003136182423236181
Col5a1,37,0.0003087762699139588,0.3411829451517078,0.00047376893156185127
Map2k3,37,0.0006818894455917626,0.3645185711172727,0.0008639060799591335
Apex1,37,0.00017970496704641683,0.3744791674205176,0.002173210354991924
