Gene,Degree,Betweenness,Closeness,Eigenvector
Psmc6,107,0.0012806380648704117,0.4004614559906471,0.0072614213523558915
Psmb4,107,0.0016816619759876775,0.40103873933501877,0.008523572935394763
Xpo1,106,0.0034397473248290473,0.41093142315613373,0.011513741469474547
Rfc2,106,0.000823532094359869,0.3950029440248509,0.004220490887160463
Hras,106,0.0029702798853722327,0.41147844028502073,0.00332075816545171
Eef1d,106,6.583517795468176e-05,0.3705388565219799,0.043551050446417446
Col1a1,106,0.0039508545421865346,0.3881146393369176,0.002135824039955523
Pold1,105,0.0009684458955849757,0.38887415917906415,0.004486225547555509
Gcn1,105,0.0007940041487830844,0.3776820166667153,0.04447106321003182
Nop9,105,0.0006889318726289987,0.3660052275709808,0.04113696311103869
Psma1,105,0.0008457487993679748,0.39851106356783056,0.00898623990382158
Birc3,105,0.0014407879450833699,0.40283894219041777,0.004732204923245402
Ruvbl1,104,0.0024002492099066256,0.40103873933501877,0.01335388475412817
Alyref,104,0.0014952759438541076,0.3691621197939258,0.01043683219225824
Ago2,104,0.0037910035186891336,0.4120269156941684,0.0065589618216575375
Rrp36,104,0.0005947258008300402,0.363091325341559,0.04232234734662232
Pole,104,0.0008603783240400099,0.3884940280361716,0.003034941055086015
Gmnn,104,0.000510787576850308,0.36842878224963915,0.0037654312563111356
Lyn,103,0.0031644183636236455,0.4044200806464639,0.0023952134447627785
Hnrnpa1,103,0.0020300140793828108,0.40266402297974024,0.010182003330621567
Anxa2,103,0.004939197772503534,0.41105285679181813,0.004605560600127652
Sec61b,103,0.0015061935047410943,0.3680875542163304,0.03964054790081576
Psmb2,103,0.0009140193987278191,0.3979979591941381,0.006960379484221436
Habp4,103,0.0026970810772201314,0.3801073554812167,0.042126652363061394
Skp2,103,0.0017101010136578154,0.39720241787079175,0.004397076170114018
Psmb8,102,0.0012199846636437302,0.38969123613489637,0.004821228464110522
Surf6,102,0.0005041016869508631,0.3568046344449179,0.04112419832233104
Rrm2,102,0.0009961981654602221,0.3838837773929937,0.002921025267943392
Pdgfrb,102,0.0010266043774772053,0.3895275461729243,0.0023313136000560532
Traf2,102,0.001984063933457864,0.3974293906810036,0.004050857509072333
Cd80,102,0.001583938089130139,0.387250241476479,0.0021134983685100095
Rpl21,102,9.12854853127221e-05,0.3706869733200566,0.045454624513709616
Rpa2,101,0.001716998918771932,0.3890917111562273,0.0032945646591706393
Riok1,101,0.0005664454814537585,0.3709835624439292,0.03868925612721723
Smc2,101,0.0007531647150399916,0.3613463741741817,0.0019239443790889947
Mrpl21,101,0.002174496134450586,0.3707857836554745,0.03154837599548182
